CATID,SRC,RA_OBJ,DEC_OBJ,z_spec,Mstar,r_e,ellip,PA_phot,PA_GASKIN,PA_GASKIN_ERR,PA_STELKIN,PA_STELKIN_ERR,LAMBDAR_RE,VSIGMA_RE,SIGMA_RE,WARNMULT,WARNFILL,WARNZ,IN_KIDS1000
376703,GAMA,134.73813963,1.43825517,0.05204,10.74,3.22,0.1494,80.630005,350.0,0.16666667,96.5,7.3333335,0.06545992,0.072159424,193.725,0,0,0,1
518026,GAMA,134.74443584,2.76356951,0.03921,9.04,3.66,0.6866,91.38,76.5,0.16666667,nan,nan,nan,nan,nan,0,0,0,1
324179,GAMA,134.76492252,1.62823855,0.03363,9.08,2.12,0.5744,4.0400085,39.0,0.16666667,16.5,29.916666,0.13492744,0.14181948,46.54577,0,0,0,1
203684,GAMA,134.79004656,-0.27214031,0.04186,9.19,3.85,0.458,16.39,200.0,0.16666667,205.0,11.416665,nan,nan,69.93592,0,0,0,1
600312,GAMA,134.81540785,0.39164241,0.0113,8.86,3.02,0.2482,144.59,155.0,0.25,190.0,29.916666,nan,nan,46.17483,0,0,0,1
622744,GAMA,134.82995023,0.79776379,0.01323,9.16,5.39,0.4586,49.880005,37.5,0.16666667,46.0,6.9166665,nan,nan,50.12469,0,0,0,1
278995,GAMA,134.83680893,0.86171286,0.01307,8.52,3.23,0.576,111.240005,288.0,0.16666667,318.0,13.75,nan,nan,43.632824,0,0,0,1
346718,GAMA,134.86958334,2.06156889,0.05717,9.46,1.4,0.192,37.819992,253.0,0.16666667,230.5,29.916666,nan,nan,48.875816,0,0,0,1
215698,GAMA,134.94340233,0.58295351,0.01117,8.19,4.32,0.6098,179.68,233.5,1.75,222.5,29.916666,nan,nan,nan,0,0,0,1
574285,GAMA,134.94532974,-0.00561173,0.05273,10.92,6.5,0.5399,64.39,237.0,0.16666667,237.0,0.6666667,0.5098349,0.6026757,190.39789,0,0,0,1
622770,GAMA,134.98662232,0.78816347,0.05225,10.01,2.05,0.4831,146.94,164.5,1.5833334,142.5,3.75,0.35993636,0.39428747,81.82085,0,0,0,1
387042,GAMA,134.99690398,2.41143691,0.07175,10.41,1.55,0.4967,44.399994,40.5,0.16666667,40.5,2.3333333,0.24410604,0.26623726,158.17938,0,0,0,1
346752,GAMA,135.01032859,2.04584671,0.05647,10.12,5.66,0.7374,103.97,104.5,0.16666667,106.0,3.0833333,0.49537224,0.6747455,143.44847,0,0,0,1
209807,GAMA,135.02105889,0.07966572,0.05386,10.81,3.48,0.2513,5.970001,345.5,0.16666667,351.5,1.5,0.29025236,0.31100515,142.7886,0,0,0,1
203729,GAMA,135.04616235,-0.3018282,0.04191,9.44,2.35,0.4373,34.699997,58.0,0.5,260.0,29.916666,0.19540574,0.24222392,63.54934,0,0,0,1
346793,GAMA,135.04775549,2.07782363,0.05629,10.3,6.63,0.5792,68.03,246.0,0.16666667,248.0,1.8333334,0.6286403,0.9027259,109.90459,0,0,0,1
279066,GAMA,135.13286375,0.9764225,0.01815,8.25,11.84,0.2765,165.4,13.5,0.16666667,nan,nan,nan,nan,nan,0,0,0,1
622787,GAMA,135.14110197,0.76015664,0.07063,10.92,3.21,0.5527,133.06999,225.0,0.16666667,326.0,1.0833334,0.31847283,0.35894498,228.7308,0,0,0,1
376802,GAMA,135.15833847,1.4699678,0.05221,10.95,10.23,0.01,37.48999,158.0,0.41666666,161.5,2.75,0.3621248,0.3680794,nan,0,0,0,1
550328,GAMA,135.16742177,-0.48675315,0.04051,10.41,4.83,0.6291,112.86,295.0,0.16666667,292.0,0.6666667,0.52630776,0.6633741,160.45586,0,0,0,1
387080,GAMA,135.17227413,2.24577838,0.05236,10.48,nan,nan,nan,197.0,0.16666667,203.5,1.0833334,nan,nan,nan,0,0,0,1
550330,GAMA,135.19463684,-0.56571064,0.04028,9.4,5.51,0.7921,105.25,271.0,0.16666667,277.5,10.333333,0.42270914,0.52478504,76.3328,0,0,0,1
197419,GAMA,135.20728695,-0.71429234,0.04063,9.3,4.05,0.4049,19.819992,22.0,0.16666667,34.0,6.6666665,nan,nan,48.90502,0,0,0,1
423416,GAMA,135.20781388,2.89070262,0.0156,8.59,4.41,0.4392,103.9,76.0,0.41666666,145.5,29.916666,nan,nan,nan,0,0,0,1
372320,GAMA,135.21266151,1.16109142,0.01944,9.05,8.74,0.7236,4.7099915,185.0,0.16666667,169.0,9.666665,nan,nan,nan,0,0,0,1
346837,GAMA,135.21984256,2.21439177,0.05786,10.13,1.14,0.0036,98.369995,250.5,0.16666667,8.0,28.583334,nan,nan,90.084435,0,0,0,1
574313,GAMA,135.22169082,-0.05522798,0.04196,8.89,2.06,0.5857,44.61,41.0,0.5,129.5,29.916666,nan,nan,nan,0,0,0,1
346839,GAMA,135.23069329,2.22819313,0.05856,10.39,2.2,0.5948,179.6,170.5,23.33333,4.0,1.1666666,0.27530763,0.32086918,120.463295,0,0,0,1
346842,GAMA,135.24349126,2.1944591,0.05774,10.04,8.37,0.8546,36.679993,51.0,0.25,52.5,5.25,0.6675143,1.0146755,nan,0,0,0,1
3628218,GAMA,135.25550814,-0.92860701,0.08905,10.96,nan,nan,nan,283.0,0.16666667,292.0,2.1666667,nan,nan,nan,0,0,0,1
301799,GAMA,135.29139512,1.37865657,0.05142,9.88,2.97,0.6073,149.38,136.5,0.16666667,138.0,2.0,0.5011694,0.65109485,82.351974,0,0,0,1
346861,GAMA,135.2964412,2.07819786,0.05536,9.82,4.21,0.3314,15.73999,11.0,0.16666667,22.0,4.9166665,0.5211486,0.6752914,83.90195,0,0,0,1
550353,GAMA,135.35502407,-0.45792742,0.02755,9.05,7.96,0.7975,24.960007,194.5,0.16666667,65.0,18.083334,0.43569687,0.54959303,nan,0,0,0,1
346887,GAMA,135.38349686,2.0621208,0.05697,10.55,2.13,0.0471,126.87,188.0,0.16666667,252.0,4.0,0.10952514,0.11974196,123.29776,0,0,0,1
346890,GAMA,135.39136871,2.0876501,0.05831,10.4,2.65,0.5139,145.09,180.5,0.16666667,324.0,1.4166666,0.3547044,0.41823834,136.97435,0,0,0,1
346892,GAMA,135.3983156,2.16826377,0.05848,10.28,3.6,0.1678,32.08,34.5,0.16666667,38.0,2.5,0.43973595,0.5192662,76.43886,0,0,0,1
382152,GAMA,135.42424101,1.85215356,0.05676,10.12,5.4,0.285,8.76001,242.0,0.16666667,249.5,2.4166667,0.3467952,0.38394797,68.93664,0,0,0,1
346894,GAMA,135.44724416,2.04232907,0.05732,10.47,1.33,0.6093,122.77,220.0,0.16666667,300.0,1.5833334,nan,nan,203.76537,0,0,0,1
203833,GAMA,135.45654592,-0.39792396,0.0529,10.9,3.55,0.1671,102.53,338.0,0.25,178.5,3.4999979,0.08270844,0.08599836,207.119,0,0,0,1
382154,GAMA,135.46703893,1.99326948,0.05685,10.8,3.02,0.2429,72.72,160.5,0.16666667,71.0,7.0833335,0.07793118,0.082385585,191.53542,0,0,0,1
600417,GAMA,135.47317726,0.39555262,0.0527,10.42,8.48,0.7937,65.020004,75.5,0.16666667,62.5,2.0,0.6087325,0.88690114,nan,1,0,0,1
372374,GAMA,135.4779428,1.17196309,0.01937,9.28,8.34,0.587,52.51999,246.5,0.16666667,232.0,8.75,0.3774888,0.41636622,nan,0,0,0,1
324323,GAMA,135.5004396,1.78603521,0.05311,9.74,2.25,0.4804,102.46999,282.5,0.16666667,276.5,3.0,0.41692793,0.5187991,75.736145,0,0,0,1
382158,GAMA,135.53081934,2.03601494,0.0577,10.47,2.19,0.5848,141.64,152.0,0.16666667,140.5,1.0,0.34994763,0.40006655,146.03593,0,0,0,1
301885,GAMA,135.53947852,1.22605088,0.05711,10.6,9.4,0.3989,173.60999,340.5,0.16666667,345.0,1.0833334,0.79359907,1.488514,nan,0,0,0,1
550431,GAMA,135.55254773,-0.4320722,0.02433,8.24,1.41,0.4501,178.98999,115.0,0.33333334,220.5,29.916666,nan,nan,nan,0,0,0,1
372384,GAMA,135.55959701,1.11744233,0.05279,9.96,3.33,0.3644,143.62,287.5,0.16666667,nan,nan,nan,nan,nan,2,0,0,1
622858,GAMA,135.62112465,0.70960738,0.03667,9.09,4.91,0.7764,38.960007,220.0,0.33333334,190.0,29.916666,nan,nan,51.49924,0,0,0,1
301937,GAMA,135.65324572,1.32021912,0.09348,11.04,4.93,0.2975,73.979996,154.0,0.16666667,321.5,9.833333,0.082029246,0.08820811,162.68784,0,0,0,1
372408,GAMA,135.70510313,1.02059724,0.05351,10.76,3.44,0.6561,33.990005,224.0,1.9166666,31.5,0.6666667,0.4369662,0.52174,181.71323,0,0,0,1
3628809,GAMA,135.71379791,-0.85621081,0.01907,8.79,nan,nan,nan,223.0,0.16666667,258.0,29.916666,nan,nan,nan,0,0,0,1
324351,GAMA,135.71646938,1.71098085,0.05733,10.45,2.54,0.7716,117.84,115.0,0.8333333,296.5,2.25,0.23577245,0.29336408,126.63546,0,0,0,1
279148,GAMA,135.74609708,0.83100624,0.02741,9.38,2.63,0.6815,9.529999,186.5,0.16666667,184.5,3.416665,0.35027272,0.47160068,67.7745,0,0,0,1
574423,GAMA,135.75994021,-0.20038809,0.0536,10.74,4.38,0.2613,153.81,229.5,0.25,160.5,2.8333333,0.2006784,0.20413458,174.97351,0,0,0,1
372452,GAMA,135.76969669,1.13570439,0.05264,10.65,3.93,0.248,99.4,241.5,0.41666666,46.5,2.75,0.12816772,0.123649925,133.66962,0,0,0,1
279160,GAMA,135.78086629,0.85821816,0.01312,8.06,5.99,0.5717,40.929993,213.0,0.16666667,92.5,29.916666,nan,nan,50.928158,0,0,0,1
197555,GAMA,135.80276273,-0.75293044,0.04834,10.77,13.14,0.3909,154.51001,157.0,0.41666666,148.0,1.0833334,0.57250315,0.59057915,nan,0,0,0,1
372446,GAMA,135.88657434444443,1.2101150677777779,0.05804,10.3,0.73,0.2789,144.90001,196.0,13.833332,nan,nan,nan,nan,nan,2,0,0,1
301994,GAMA,135.90665676,1.29667124,0.0937,10.66,4.72,0.6259,86.03,287.5,0.16666667,278.0,2.3333333,0.3309753,0.38757795,181.41385,0,0,0,1
376990,GAMA,136.00426362,1.45808661,0.05347,10.63,5.07,0.2606,56.54,32.5,0.16666667,nan,nan,nan,nan,nan,0,0,0,1
203998,GAMA,136.14022809,-0.31480977,0.02758,8.93,2.63,0.0949,98.93,334.5,1.3333334,328.0,29.83333,nan,nan,51.848743,0,0,0,1
622982,GAMA,136.2109597,0.7433842,0.01275,8.36,2.16,0.1703,122.55,111.5,0.16666667,220.5,29.916666,nan,nan,nan,0,0,0,1
372541,GAMA,136.23502651,1.16316166,0.02715,8.86,3.81,0.4769,111.28999,131.5,0.16666667,137.0,29.83333,nan,nan,47.66027,0,0,0,1
279261,GAMA,136.26636599,0.93342106,0.03639,9.26,2.2,0.4002,66.240005,48.5,1.6666666,95.5,29.916666,nan,nan,47.899628,0,0,0,1
550582,GAMA,136.30503681,-0.49663327,0.02766,10.21,13.09,0.8296,39.799988,39.5,0.5,37.5,4.3333335,0.6799099,1.0584122,nan,0,0,0,1
574572,GAMA,136.33632961,-0.03699691,0.01909,8.76,1.88,0.0824,15.619995,152.0,0.16666667,323.0,29.83333,nan,nan,40.60526,0,0,0,1
623017,GAMA,136.37987776,0.82638928,0.06996,10.85,4.65,0.0801,10.2599945,54.0,9.0,350.5,1.5833334,0.34226778,0.37109816,164.37486,0,0,0,1
210060,GAMA,136.40776559,0.0032713,0.01874,8.98,11.95,0.2126,123.54001,314.5,0.6666667,332.0,29.916666,nan,nan,nan,0,0,0,1
372568,GAMA,136.43170263,1.13189318,0.0507,10.1,4.47,0.8331,148.13,331.5,0.16666667,336.5,2.6666667,0.6603077,0.98558134,99.14141,0,0,0,1
574617,GAMA,136.43827158,-0.19325484,0.07642,10.33,2.42,0.1477,131.92001,264.5,0.16666667,75.0,3.0833333,0.30080765,0.35015628,81.36517,0,0,0,1
623043,GAMA,136.47491827,0.66916355,0.05331,10.49,2.26,0.4701,118.99,130.5,0.5,298.0,1.75,0.18412443,0.20713918,170.20312,0,0,0,1
600595,GAMA,136.49972041,0.29377253,0.02722,9.03,1.94,0.3974,108.91,353.5,0.6666667,126.5,29.916666,nan,nan,43.36006,0,0,0,1
210070,GAMA,136.50002678,0.00903205,0.05886,9.82,1.03,0.0132,1.5799866,138.5,0.41666666,358.0,29.83333,nan,nan,53.330246,0,0,0,1
204096,GAMA,136.52106873,-0.26037368,0.03988,9.98,4.36,0.1672,93.83,98.0,0.16666667,97.0,1.9166666,0.52705526,0.71188164,71.34867,0,0,0,1
372599,GAMA,136.53720829,1.13038699,0.05241,10.03,2.65,0.7257,62.690002,275.5,0.16666667,234.0,2.9166667,0.39197883,0.47264484,89.92819,0,0,0,1
204093,GAMA,136.60417503,-0.23777465,0.09505,10.92,2.43,0.729,61.960007,56.0,0.16666667,67.0,1.8333334,0.3270485,0.37426403,183.37813,0,0,0,1
3630097,GAMA,136.66480565,-0.86527269,0.03009,10.18,nan,nan,nan,265.0,0.16666667,268.0,0.5,nan,nan,nan,0,0,0,1
574692,GAMA,136.73746951,-0.12355013,0.01886,9.31,4.39,0.3653,156.92,166.5,0.16666667,188.5,5.666664,nan,nan,nan,0,0,0,1
216111,GAMA,136.74582868,0.54277875,0.05377,10.09,5.49,0.8282,46.380005,229.5,0.25,227.5,5.0833335,0.585676,0.79255754,92.3956,1,0,0,1
550677,GAMA,136.77411282,-0.54065304,0.0276,8.94,5.4,0.6021,49.910004,47.5,0.16666667,190.0,29.916666,nan,nan,45.616123,0,0,0,1
387553,GAMA,136.81124288,2.44269688,0.05142,10.84,3.7,0.0794,70.94,356.0,0.16666667,69.0,2.5833333,0.17795856,0.18071987,214.71996,0,0,0,1
3630239,GAMA,136.82912633,-0.86927494,0.05842,10.02,nan,nan,nan,33.0,0.16666667,22.0,7.3333335,nan,nan,nan,0,0,0,1
216143,GAMA,136.87599049,0.52232484,0.02723,8.27,2.27,0.3838,21.850006,198.0,0.33333334,35.0,29.83333,nan,nan,80.747116,0,0,0,1
216155,GAMA,136.94547529,0.57513569,0.0535,10.28,3.21,0.3315,34.92,219.0,0.16666667,231.5,3.6666667,0.2629644,0.28765604,126.81257,0,0,0,1
347263,GAMA,136.99176202,2.27054564,0.02602,9.48,5.1,0.4603,179.54999,353.0,0.16666667,355.0,3.249999,nan,nan,59.545547,0,0,0,1
216149,GAMA,137.02439499,0.57333959,0.05373,10.63,1.88,0.6597,96.87,64.5,0.16666667,279.0,0.9166667,0.2442487,0.27619034,220.25195,0,0,0,1
418624,GAMA,137.09715508,2.54413804,0.05473,10.01,3.91,0.3001,96.96001,280.5,0.16666667,280.0,2.1666667,0.5008728,0.6372765,99.188774,0,0,0,1
382505,GAMA,137.1001386,2.00008099,0.05607,10.63,2.7,0.1039,108.78001,276.5,0.25,198.0,1.5,0.2326653,0.2465196,121.970665,0,0,0,1
324753,GAMA,137.11754899,1.87918343,0.03901,8.65,1.77,0.5477,131.45,286.0,0.41666666,nan,nan,nan,nan,nan,0,0,0,1
210228,GAMA,137.12630224,0.20569385,0.05143,10.68,3.27,0.7254,157.36002,157.0,0.16666667,158.5,0.75,0.36028427,0.4272492,173.91432,0,0,0,1
216184,GAMA,137.17432015,0.48469129,0.01879,10.51,5.24,0.0813,36.880005,6.0,1.0,213.0,0.9166667,0.2520458,0.2708106,151.06465,0,0,0,1
418630,GAMA,137.19225664,2.5334978,0.05488,10.41,2.16,0.6861,38.479996,285.5,12.916667,39.5,1.75,0.21036386,0.2633309,158.04872,0,0,0,1
623143,GAMA,137.24586788,0.63397379,0.05345,10.38,7.18,0.3606,82.91998,310.5,0.41666666,261.0,4.3333335,0.19956838,0.20799264,128.81396,0,0,0,1
3630943,GAMA,137.26617902,-0.99449392,0.08841,10.97,nan,nan,nan,231.0,0.16666667,29.0,0.9166667,nan,nan,nan,0,0,0,1
382538,GAMA,137.26768826,2.00930307,0.05591,10.28,1.75,0.6332,38.440002,276.5,0.16666667,35.0,2.0,0.33689228,0.42523208,163.37762,0,0,0,1
600743,GAMA,137.29664701,0.39853315,0.06965,10.96,3.2,0.3014,143.44,6.0,0.25,143.5,2.0833333,0.11479207,0.12735084,204.87007,0,0,0,1
623144,GAMA,137.29794097,0.83544075,0.03938,10.48,7.41,0.0884,34.809998,107.5,0.16666667,102.0,1.6666666,0.32601714,0.3296241,72.5714,0,0,0,1
324799,GAMA,137.29964949,1.86774181,0.03909,8.67,1.28,0.3631,115.159996,110.5,0.16666667,171.5,29.916666,nan,nan,nan,0,0,0,1
377348,GAMA,137.33399172,1.61430279,0.00435,7.59,4.27,0.1676,101.73,294.5,0.41666666,234.0,29.916666,nan,nan,nan,0,0,0,1
623161,GAMA,137.33519086,0.73874682,0.05364,10.18,3.61,0.3913,167.83,169.0,0.16666667,165.5,1.75,0.40438136,0.49219775,117.715485,0,0,0,1
197843,GAMA,137.34975957,-0.6391546,0.0393,9.17,5.79,0.7845,70.58,253.5,0.25,279.5,29.83333,nan,nan,66.86759,0,0,0,1
382563,GAMA,137.37936956,2.06634903,0.02396,9.85,2.08,0.1319,105.85,286.5,0.16666667,280.0,6.0833335,0.08411674,0.08959713,77.59635,0,0,0,1
550780,GAMA,137.42007561,-0.4662267,0.07014,10.6,3.57,0.3799,14.98999,199.0,0.16666667,196.5,0.8333333,0.54685074,0.69239086,141.65634,0,0,0,1
418693,GAMA,137.4267795,2.67539833,0.05128,10.62,2.85,0.4791,154.38,162.0,0.8333333,162.0,1.1666666,0.26923358,0.31081206,181.50685,0,0,0,1
387675,GAMA,137.43490122,2.35037292,0.05457,10.69,3.92,0.7239,163.88,337.5,0.75,342.5,1.0833334,0.43343645,0.52251875,166.96808,0,0,0,1
324865,GAMA,137.43954115,1.79408816,0.01664,8.74,10.2,0.6324,12.720001,21.5,0.25,2.5,22.166664,nan,nan,nan,0,0,0,1
197866,GAMA,137.44615987,-0.65182195,0.05441,10.3,3.15,0.1566,169.37,336.0,0.16666667,342.5,1.3333334,0.5172442,0.64499253,99.265396,0,0,0,1
387687,GAMA,137.45650546,2.47192279,0.01282,8.53,4.75,0.5024,122.17999,113.5,0.25,64.5,29.916666,nan,nan,40.91197,0,0,0,1
550781,GAMA,137.46833747,-0.50464337,0.04832,10.39,2.03,0.4862,48.839996,236.5,0.16666667,55.5,1.4166666,0.3295834,0.38128695,134.00537,0,0,0,1
418725,GAMA,137.49655406,2.73347826,0.03782,10.28,2.72,0.1168,32.089996,244.0,0.16666667,nan,nan,nan,nan,nan,0,0,0,1
387690,GAMA,137.50022382,2.34665461,0.03907,9.14,2.4,0.183,177.51001,214.5,0.41666666,195.0,29.83333,nan,nan,52.755817,0,0,0,1
387715,GAMA,137.51234371,2.32893437,0.03885,10.55,3.91,0.2029,35.23999,234.0,0.16666667,256.0,1.3333334,0.24349631,0.24984075,129.80319,0,0,0,1
387719,GAMA,137.56110592,2.4075579,0.09186,10.47,5.43,0.2736,114.84,297.5,0.16666667,298.5,2.3333333,0.6285771,0.8428859,73.66588,0,0,0,1
347432,GAMA,137.71158282,2.30149001,0.0548,11.12,5.45,0.5464,145.6,168.0,0.41666666,327.0,0.5833333,0.45997313,0.530645,241.02095,0,0,0,1
382631,GAMA,137.71355616,2.02188544,0.05464,10.09,2.42,0.1597,144.87,325.0,0.16666667,321.0,1.8333334,0.4102202,0.48624855,72.44609,0,0,0,1
423784,GAMA,137.7138747,2.97707473,0.02629,10.89,12.32,0.7745,34.479996,39.5,0.16666667,42.5,0.41666666,0.47527316,0.54860926,nan,0,0,0,1
418795,GAMA,137.76469042,2.57228502,0.03895,9.13,1.89,0.236,141.2,334.0,0.16666667,334.5,6.3333335,nan,nan,47.43785,0,0,0,1
3631885,GAMA,137.79858439,-0.9794785,0.03939,10.0,nan,nan,nan,243.0,0.16666667,77.0,4.6666665,nan,nan,nan,0,0,0,1
382659,GAMA,137.82883053,2.0190079,0.05545,10.76,5.28,0.6056,129.51,307.0,0.5,310.5,1.25,0.4814578,0.5782756,183.84718,0,0,0,1
550844,GAMA,137.84849449,-0.42565108,0.0881,10.31,2.42,0.8428,42.549988,48.0,0.16666667,50.5,2.5833333,0.54988366,0.7989338,133.51485,0,0,0,1
347470,GAMA,137.86474231,2.2372069,0.05559,10.36,3.21,0.7244,35.059998,207.0,0.16666667,214.5,1.4166666,0.40555933,0.51121986,126.93437,0,0,0,1
418831,GAMA,137.8744731,2.69486066,0.05491,10.33,7.96,0.1106,142.42,320.0,0.33333334,310.0,4.4166665,0.43522772,0.496006,nan,0,0,0,1
600882,GAMA,137.88052466,0.40190318,0.05419,10.28,1.4,0.3613,8.0,241.0,0.16666667,187.0,1.4166666,nan,nan,124.85307,0,0,0,1
347471,GAMA,137.88330421,2.23981734,0.05504,10.87,3.43,0.2537,4.220001,56.0,0.33333334,6.0,1.5833334,0.22657986,0.23213574,196.60925,0,0,0,1
3631902,GAMA,137.89347477,-0.86512905,0.05471,10.36,nan,nan,nan,171.5,0.16666667,168.5,1.6666666,nan,nan,nan,0,0,0,1
518755,GAMA,137.90994934,2.91661663,0.05089,10.67,8.12,0.2564,57.580017,123.0,0.16666667,129.0,1.25,0.44835937,0.49091327,nan,0,0,0,1
600915,GAMA,137.99953855,0.33900255,0.05416,10.8,3.78,0.4734,178.70999,324.0,0.25,177.5,0.8333333,0.3299566,0.3703521,169.81514,0,0,0,1
377562,GAMA,138.01105131,1.64914047,0.07093,10.68,3.79,0.2188,116.4,122.0,0.5833333,113.5,2.4166667,0.37248752,0.42604297,146.30716,0,0,0,1
518782,GAMA,138.01527721,2.8758561,0.0256,10.2,12.29,0.5145,83.95999,72.5,0.16666667,79.5,1.5833334,0.58137596,0.65545005,nan,0,0,0,1
216396,GAMA,138.01793908,0.42179788,0.05468,10.72,3.89,0.4186,121.36,72.0,5.8333335,122.5,2.0833333,0.23955671,0.26496235,203.52415,0,0,0,1
216401,GAMA,138.02436975,0.44889187,0.05446,10.48,2.66,0.0752,64.07001,65.5,0.25,87.0,3.75,0.23649324,0.25591666,114.41531,0,0,0,1
600916,GAMA,138.02881498,0.33686043,0.05379,10.08,5.5,0.8676,179.37,1.0,0.16666667,7.5,3.2499983,0.62247664,0.99958503,99.55194,0,0,0,1
324963,GAMA,138.03057081,1.9120471,0.0589,10.34,4.68,0.1552,71.16,80.0,0.16666667,80.5,2.0,0.52335835,0.6737257,95.36236,0,0,0,1
623272,GAMA,138.03333831,0.78489864,0.03918,10.25,2.9,0.2959,168.42001,3.0,0.16666667,356.5,0.75,0.48294678,0.5821106,118.0934,0,0,0,1
600929,GAMA,138.06173143,0.31179163,0.05349,10.64,4.89,0.219,28.990005,307.5,0.16666667,229.5,29.83333,0.07909673,0.091037504,139.18503,0,0,0,1
600973,GAMA,138.11366903,0.30372017,0.05403,10.38,2.1,0.4341,132.76,149.5,0.41666666,137.5,4.75,0.09029569,0.097665176,138.92142,0,0,0,1
600974,GAMA,138.11825958,0.2462879,0.05452,10.03,2.52,0.1433,86.46001,298.0,0.16666667,295.5,3.6666667,0.30063197,0.32097986,50.413517,0,0,0,1
325001,GAMA,138.13322613,1.83494442,0.0554,9.45,4.94,0.8405,69.0,73.0,0.33333334,nan,nan,nan,nan,nan,0,0,0,1
600977,GAMA,138.15123729,0.30950285,0.05446,10.62,4.66,0.3043,68.979996,154.0,0.16666667,150.0,0.8333333,0.33761874,0.3612411,132.83145,0,0,0,1
3913888,GAMA,138.16089989,-0.86961375,0.08133,10.32,nan,nan,nan,101.5,0.16666667,191.0,2.4166667,nan,nan,nan,0,0,0,1
347522,GAMA,138.16365905,2.21735193,0.05596,10.29,10.92,0.8694,123.19,306.5,1.1666666,304.0,5.0833335,0.69259185,1.0502745,nan,0,0,0,1
347570,GAMA,138.18658947,2.3212965,0.05073,10.45,2.23,0.6489,135.33,338.5,0.16666667,331.5,10.333332,nan,nan,41.488266,0,0,0,1
3632384,GAMA,138.18847704,-0.98934878,0.02712,9.05,nan,nan,nan,61.0,0.16666667,79.5,29.83333,nan,nan,nan,1,0,0,1
347571,GAMA,138.2035197,2.20800582,0.05673,10.06,6.12,0.8398,109.45999,113.0,0.16666667,94.0,29.916666,0.4413591,0.6050661,82.78202,0,0,0,1
382731,GAMA,138.20428397,1.97904504,0.05559,10.61,9.26,0.7422,158.07,154.5,0.16666667,154.5,1.5833334,0.7197917,1.1039604,nan,0,0,0,1
210375,GAMA,138.22591716,0.09076451,0.05445,10.54,2.28,0.4236,25.830002,333.0,0.25,208.5,1.1666666,0.24599561,0.26280773,177.51111,0,0,0,1
518829,GAMA,138.22947896,2.93087801,0.03843,9.93,1.88,0.3977,146.92,307.5,0.41666666,142.0,1.5833334,0.24083294,0.27183795,99.41528,0,0,0,1
377597,GAMA,138.23901135,1.667577,0.05527,10.08,4.51,0.82,63.28,67.5,0.25,66.5,8.5,0.645377,0.99099004,89.43686,0,0,0,1
418971,GAMA,138.25462834,2.72026094,0.0256,8.28,2.64,0.4571,22.919998,104.5,0.25,83.0,29.916666,nan,nan,100.120575,0,0,0,1
382764,GAMA,138.26744789,2.03871105,0.01261,9.05,4.18,0.3393,152.51,145.0,0.16666667,nan,nan,nan,nan,nan,0,0,0,1
601013,GAMA,138.28557299,0.23791485,0.05294,10.87,4.66,0.4809,19.149994,28.0,0.16666667,21.0,0.75,0.415966,0.4813546,199.49765,0,0,0,1
518870,GAMA,138.29628555,2.92020823,0.02628,8.84,4.58,0.5763,82.42001,264.5,0.16666667,246.5,29.83333,nan,nan,50.71066,0,0,0,1
325007,GAMA,138.31550302,1.86724656,0.05541,10.97,5.33,0.2838,61.5,219.5,0.16666667,222.5,0.8333333,0.45504266,0.4878356,162.03465,0,0,0,1
601018,GAMA,138.34208727,0.26760372,0.05302,9.72,1.56,0.2605,62.64,98.0,0.41666666,264.5,7.4166665,0.17663509,0.2022856,59.829884,0,0,0,1
204490,GAMA,138.39181624,-0.25265533,0.07023,10.93,2.45,0.3755,133.32999,95.5,0.6666667,100.0,1.9166666,0.1675939,0.1845816,157.185,0,0,0,1
575097,GAMA,138.47469528,-0.04402759,0.05498,9.89,3.2,0.8212,26.360016,223.5,0.41666666,212.0,5.75,0.4567709,0.56380653,82.67726,0,0,0,1
210467,GAMA,138.48371402,0.05958424,0.09256,10.63,1.98,0.2495,79.899994,17.5,3.9166667,307.5,9.25,0.07078664,0.0852765,177.33728,0,0,0,1
377666,GAMA,138.490011,1.66014216,0.05548,10.98,4.3,0.5604,168.26,13.5,0.16666667,345.5,0.6666667,0.4127892,0.4733281,245.23436,0,0,0,1
623366,GAMA,138.54711076,0.8182101,0.05509,10.42,5.51,0.0579,136.04999,203.0,0.16666667,208.5,1.6666666,0.5065782,0.61427695,75.32886,0,0,0,1
601102,GAMA,138.57992351,0.38487442,0.0528,10.35,3.53,0.7017,129.87,309.0,0.16666667,317.5,2.75,0.43581,0.51680505,118.20619,0,0,0,1
601105,GAMA,138.60367266,0.3630371,0.08795,10.53,1.32,0.681,125.3,311.5,0.16666667,128.5,3.75,nan,nan,147.99445,0,0,0,1
377710,GAMA,138.64709652,1.5626519,0.05531,10.03,1.25,0.1418,124.869995,343.0,0.16666667,298.5,6.6666665,nan,nan,112.267586,0,0,0,1
210567,GAMA,138.74413523,0.20803275,0.05744,9.48,4.56,0.1299,81.859985,242.5,0.41666666,187.5,29.916666,nan,nan,60.249756,0,0,0,1
302657,GAMA,138.76168671,1.44525246,0.05458,9.57,8.21,0.6303,116.39,297.5,0.16666667,300.5,29.666664,nan,nan,nan,0,0,0,1
302684,GAMA,138.81099817,1.51066334,0.0547,10.36,2.53,0.5646,20.199997,15.5,0.25,196.0,7.9999976,0.15765864,0.18570848,147.02606,0,0,0,1
