release,tile_file,ra_centre,dec_centre,patch,url
DR4.0,KiDS_DR4.1_157.0_1.5_ugriZYJHKs_cat.fits,157.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_157.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_157.4_-2.5_ugriZYJHKs_cat.fits,157.4,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_157.4_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_157.4_2.5_ugriZYJHKs_cat.fits,157.4,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_157.4_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_158.0_-0.5_ugriZYJHKs_cat.fits,158.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_158.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_158.0_0.5_ugriZYJHKs_cat.fits,158.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_158.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_158.0_-1.5_ugriZYJHKs_cat.fits,158.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_158.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_158.0_1.5_ugriZYJHKs_cat.fits,158.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_158.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_15.8_-28.2_ugriZYJHKs_cat.fits,15.8,-28.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_15.8_-28.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_158.4_-2.5_ugriZYJHKs_cat.fits,158.4,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_158.4_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_158.4_2.5_ugriZYJHKs_cat.fits,158.4,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_158.4_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_159.0_-0.5_ugriZYJHKs_cat.fits,159.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_159.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_159.0_0.5_ugriZYJHKs_cat.fits,159.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_159.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_159.0_-1.5_ugriZYJHKs_cat.fits,159.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_159.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_159.0_1.5_ugriZYJHKs_cat.fits,159.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_159.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_15.9_-29.2_ugriZYJHKs_cat.fits,15.9,-29.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_15.9_-29.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_159.4_-2.5_ugriZYJHKs_cat.fits,159.4,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_159.4_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_159.4_2.5_ugriZYJHKs_cat.fits,159.4,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_159.4_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_160.0_-0.5_ugriZYJHKs_cat.fits,160.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_160.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_160.0_0.5_ugriZYJHKs_cat.fits,160.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_160.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_160.0_-1.5_ugriZYJHKs_cat.fits,160.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_160.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_160.0_1.5_ugriZYJHKs_cat.fits,160.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_160.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_160.4_2.5_ugriZYJHKs_cat.fits,160.4,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_160.4_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_161.0_-0.5_ugriZYJHKs_cat.fits,161.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_161.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_161.0_0.5_ugriZYJHKs_cat.fits,161.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_161.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_161.0_-1.5_ugriZYJHKs_cat.fits,161.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_161.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_161.0_1.5_ugriZYJHKs_cat.fits,161.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_161.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_16.1_-30.2_ugriZYJHKs_cat.fits,16.1,-30.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_16.1_-30.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_161.4_-2.5_ugriZYJHKs_cat.fits,161.4,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_161.4_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_161.4_2.5_ugriZYJHKs_cat.fits,161.4,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_161.4_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_162.0_-0.5_ugriZYJHKs_cat.fits,162.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_162.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_162.0_0.5_ugriZYJHKs_cat.fits,162.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_162.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_162.0_1.5_ugriZYJHKs_cat.fits,162.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_162.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_163.0_-0.5_ugriZYJHKs_cat.fits,163.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_163.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_163.0_0.5_ugriZYJHKs_cat.fits,163.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_163.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_163.0_-1.5_ugriZYJHKs_cat.fits,163.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_163.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_163.0_1.5_ugriZYJHKs_cat.fits,163.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_163.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_16.3_-31.2_ugriZYJHKs_cat.fits,16.3,-31.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_16.3_-31.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_164.0_-0.5_ugriZYJHKs_cat.fits,164.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_164.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_164.0_0.5_ugriZYJHKs_cat.fits,164.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_164.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_164.0_-1.5_ugriZYJHKs_cat.fits,164.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_164.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_164.0_1.5_ugriZYJHKs_cat.fits,164.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_164.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_165.0_-0.5_ugriZYJHKs_cat.fits,165.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_165.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_165.0_0.5_ugriZYJHKs_cat.fits,165.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_165.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_165.0_-1.5_ugriZYJHKs_cat.fits,165.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_165.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_165.0_1.5_ugriZYJHKs_cat.fits,165.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_165.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_16.5_-32.1_ugriZYJHKs_cat.fits,16.5,-32.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_16.5_-32.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_166.0_-0.5_ugriZYJHKs_cat.fits,166.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_166.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_166.0_0.5_ugriZYJHKs_cat.fits,166.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_166.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_166.0_1.5_ugriZYJHKs_cat.fits,166.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_166.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_16.6_-33.1_ugriZYJHKs_cat.fits,16.6,-33.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_16.6_-33.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_166.5_2.5_ugriZYJHKs_cat.fits,166.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_166.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_167.0_-0.5_ugriZYJHKs_cat.fits,167.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_167.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_167.0_0.5_ugriZYJHKs_cat.fits,167.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_167.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_167.0_-1.5_ugriZYJHKs_cat.fits,167.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_167.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_167.0_1.5_ugriZYJHKs_cat.fits,167.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_167.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_167.5_-2.5_ugriZYJHKs_cat.fits,167.5,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_167.5_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_167.5_2.5_ugriZYJHKs_cat.fits,167.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_167.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_168.0_-0.5_ugriZYJHKs_cat.fits,168.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_168.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_168.0_0.5_ugriZYJHKs_cat.fits,168.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_168.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_168.0_-1.5_ugriZYJHKs_cat.fits,168.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_168.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_168.0_1.5_ugriZYJHKs_cat.fits,168.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_168.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_16.8_-34.1_ugriZYJHKs_cat.fits,16.8,-34.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_16.8_-34.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_168.5_-2.5_ugriZYJHKs_cat.fits,168.5,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_168.5_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_168.5_2.5_ugriZYJHKs_cat.fits,168.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_168.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_169.0_-0.5_ugriZYJHKs_cat.fits,169.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_169.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_169.0_0.5_ugriZYJHKs_cat.fits,169.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_169.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_169.0_-1.5_ugriZYJHKs_cat.fits,169.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_169.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_169.0_1.5_ugriZYJHKs_cat.fits,169.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_169.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_16.9_-28.2_ugriZYJHKs_cat.fits,16.9,-28.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_16.9_-28.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_169.5_-2.5_ugriZYJHKs_cat.fits,169.5,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_169.5_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_169.5_2.5_ugriZYJHKs_cat.fits,169.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_169.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_170.0_-0.5_ugriZYJHKs_cat.fits,170.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_170.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_170.0_0.5_ugriZYJHKs_cat.fits,170.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_170.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_170.0_1.5_ugriZYJHKs_cat.fits,170.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_170.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_170.5_-2.5_ugriZYJHKs_cat.fits,170.5,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_170.5_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_170.5_2.5_ugriZYJHKs_cat.fits,170.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_170.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_171.0_-0.5_ugriZYJHKs_cat.fits,171.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_171.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_171.0_0.5_ugriZYJHKs_cat.fits,171.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_171.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_171.0_1.5_ugriZYJHKs_cat.fits,171.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_171.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_17.1_-29.2_ugriZYJHKs_cat.fits,17.1,-29.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_17.1_-29.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.1_171.5_-2.5_ugriZYJHKs_cat.fits,171.5,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.1_171.5_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_172.0_-0.5_ugriZYJHKs_cat.fits,172.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_172.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_172.0_0.5_ugriZYJHKs_cat.fits,172.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_172.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_172.0_-1.5_ugriZYJHKs_cat.fits,172.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_172.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_172.0_1.5_ugriZYJHKs_cat.fits,172.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_172.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_172.5_-2.5_ugriZYJHKs_cat.fits,172.5,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_172.5_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_172.5_2.5_ugriZYJHKs_cat.fits,172.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_172.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_173.0_-0.5_ugriZYJHKs_cat.fits,173.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_173.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_173.0_0.5_ugriZYJHKs_cat.fits,173.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_173.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_173.0_-1.5_ugriZYJHKs_cat.fits,173.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_173.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_173.0_1.5_ugriZYJHKs_cat.fits,173.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_173.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_17.3_-30.2_ugriZYJHKs_cat.fits,17.3,-30.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_17.3_-30.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_173.5_-2.5_ugriZYJHKs_cat.fits,173.5,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_173.5_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_173.5_2.5_ugriZYJHKs_cat.fits,173.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_173.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_174.0_-0.5_ugriZYJHKs_cat.fits,174.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_174.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_174.0_0.5_ugriZYJHKs_cat.fits,174.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_174.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_174.0_-1.5_ugriZYJHKs_cat.fits,174.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_174.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_174.0_1.5_ugriZYJHKs_cat.fits,174.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_174.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_174.5_-2.5_ugriZYJHKs_cat.fits,174.5,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_174.5_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_174.5_2.5_ugriZYJHKs_cat.fits,174.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_174.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_175.0_-0.5_ugriZYJHKs_cat.fits,175.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_175.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_175.0_0.5_ugriZYJHKs_cat.fits,175.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_175.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_175.0_-1.5_ugriZYJHKs_cat.fits,175.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_175.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_175.0_1.5_ugriZYJHKs_cat.fits,175.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_175.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_17.5_-31.2_ugriZYJHKs_cat.fits,17.5,-31.2,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_17.5_-31.2_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_175.5_-2.5_ugriZYJHKs_cat.fits,175.5,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_175.5_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_175.5_2.5_ugriZYJHKs_cat.fits,175.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_175.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_176.0_-0.5_ugriZYJHKs_cat.fits,176.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_176.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_176.0_0.5_ugriZYJHKs_cat.fits,176.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_176.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_176.0_-1.5_ugriZYJHKs_cat.fits,176.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_176.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_176.0_1.5_ugriZYJHKs_cat.fits,176.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_176.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_17.6_-32.1_ugriZYJHKs_cat.fits,17.6,-32.1,KiDS-S,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_17.6_-32.1_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_176.5_-2.5_ugriZYJHKs_cat.fits,176.5,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_176.5_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_176.5_2.5_ugriZYJHKs_cat.fits,176.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_176.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_177.0_-0.5_ugriZYJHKs_cat.fits,177.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_177.0_-0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_177.0_0.5_ugriZYJHKs_cat.fits,177.0,0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_177.0_0.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_177.0_-1.5_ugriZYJHKs_cat.fits,177.0,-1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_177.0_-1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_177.0_1.5_ugriZYJHKs_cat.fits,177.0,1.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_177.0_1.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_177.5_-2.5_ugriZYJHKs_cat.fits,177.5,-2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_177.5_-2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_177.5_2.5_ugriZYJHKs_cat.fits,177.5,2.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_177.5_2.5_ugriZYJHKs_cat.fits
DR4.0,KiDS_DR4.0_178.0_-0.5_ugriZYJHKs_cat.fits,178.0,-0.5,KiDS-N,http://ds.astro.rug.astro-wise.org:8000/KiDS_DR4.0_178.0_-0.5_ugriZYJHKs_cat.fits
