element	sp_num	obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Ti	2	"240.211648"	"0.000012"	"240.211647"	"0.000011"	"47"	""		"4.00876907"	"9.16865518"	"3d3"	"d 2D1"	"5/2"	"3d2.(3F).5p"	"2D*"	"3/2"	6	4		""	"u37"	
Ti	1	"240.3987"	"0.0005"	"240.39870"	"0.00004"	"00"	""		"0.00000000"	"5.1558715"	"3d2.4s2"	"a 3F"	"2"	"3d3.(2G).4p"	"v 1F*"	"3"	5	7		""	"L16762"	
Ti	1	"240.43831"	"0.00006"	"240.438309"	"0.000014"	"10"	""		"0.82585949"	"5.98088172"	"3d3.(4F).4s"	"a 5F"	"3"	"3d2.4s.(4F<7/2>).4f"	"2[7/2]*"	"3"	7	7		""	"L12119"	
Ti	1	"240.4543"	"0.0002"	"240.454349"	"0.000018"	"1"	""		"0.82585949"	"5.98053789"	"3d3.(4F).4s"	"a 5F"	"3"	"3d2.4s.(4F<7/2>).4f"	"2[9/2]*"	"4"	7	9		""	"L10989"	
Ti	1	"240.48327"	"0.00006"	"240.483296"	"0.000013"	"6"	""		"0.82585949"	"5.97991746"	"3d3.(4F).4s"	"a 5F"	"3"	"3d2.4s.(4F<7/2>).4f"	"2[7/2]*"	"4"	7	9		""	"L12119"	
Ti	1	"240.48508"	"0.00006"	"240.485031"	"0.000018"	"6"	""		"0.8484192"	"6.00243996"	"3d3.(4F).4s"	"a 5F"	"5"	"3d2.4s.(4F<9/2>).4f"	"2[7/2]*"	"4"	11	9		""	"L12119"	
Ti	1	"240.53443"	"0.00002"	"240.534447"	"0.000018"	"15"	""		"0.8484192"	"6.00138118"	"3d3.(4F).4s"	"a 5F"	"5"	"3d2.4s.(4F<9/2>).4f"	"2[11/2]*"	"5"	11	11		""	"L12119"	
Ti	1	"240.55396"	"0.00006"	"240.553974"	"0.000023"	"5"	""		"0.8129437"	"5.96548743"	"3d3.(4F).4s"	"a 5F"	"1"	"3d2.4s.(4F<5/2>).4f"	"2[1/2]*"	"1"	3	3		""	"L12119"	
Ti	1	"240.65424"	"0.00006"	"240.654227"	"0.000018"	"5"	""		"0.8129437"	"5.96334113"	"3d3.(4F).4s"	"a 5F"	"1"	"3d2.4s.(4F<5/2>).4f"	"2[5/2]*"	"2"	3	5		""	"L12119"	
Ti	2	"240.72683"	"0.00003"	"240.726849"	"0.000010"	"22"	""		"3.97066729"	"9.11951110"	"3d2.(3F).4p"	"z 2D*"	"5/2"	"3d2.(3P).5s"	"2P"	"3/2"	6	4		""	"u37"	
Ti	3	""	""	"240.778"	""	""	"9.2e-02"	E	"0.02292"	"5.170670"	"3p6.3d2"	"3F"	"3"	"3p6.3d.4s"	"1D"	"2"	7	5	E2	"T1610"	""	
Ti	1	"240.88399"	"0.00006"	"240.884004"	"0.000018"	"6"	""		"0.8181426"	"5.96362750"	"3d3.(4F).4s"	"a 5F"	"2"	"3d2.4s.(4F<5/2>).4f"	"2[7/2]*"	"3"	5	7		""	"L12119"	
Ti	1	"240.9272"	"0.0005"	"240.928125"	"0.000018"	"00"	""		"0.83599520"	"5.98053789"	"3d3.(4F).4s"	"a 5F"	"4"	"3d2.4s.(4F<7/2>).4f"	"2[9/2]*"	"4"	9	9		""	"L16762"	
Ti	1	"240.95719"	"0.00006"	"240.957187"	"0.000013"	"5"	""		"0.83599520"	"5.97991746"	"3d3.(4F).4s"	"a 5F"	"4"	"3d2.4s.(4F<7/2>).4f"	"2[7/2]*"	"4"	9	9		""	"L12119"	
Ti	2	"241.077268"	"0.000012"	"241.077266"	"0.000010"	"97"	""		"4.00876907"	"9.15012937"	"3d3"	"d 2D1"	"5/2"	"3d2.(3F).5p"	"2F*"	"7/2"	6	8		""	"u37"	
Ti	1	"241.1369"	"0.0002"	"241.13675"	"0.00003"	"7"	""		"0.00000000"	"5.1400921"	"3d2.4s2"	"a 3F"	"2"	"3d.4s2.4p"	"s 3F*"	"3"	5	7		""	"L10989"	
Ti	1	"241.1568"	"0.0005"	"241.15742"	"0.00003"	"4"	""		"0.02109378"	"5.1607454"	"3d2.4s2"	"a 3F"	"3"	"3d.4s2.4p"	"s 3F*"	"4"	7	9		""	"L16762"	
Ti	1	"241.15937"	"0.00006"	"241.159370"	"0.000023"	"10"	""		"0.8129437"	"5.95255371"	"3d3.(4F).4s"	"a 5F"	"1"	"3d2.4s.(4F<3/2>).4f"	"2[5/2]*"	"2"	3	5		""	"L12119"	
Ti	1	"241.3864"	"0.0002"	"241.38634"	"0.00004"	"0"	""		"0.02109378"	"5.1558715"	"3d2.4s2"	"a 3F"	"3"	"3d3.(2G).4p"	"v 1F*"	"3"	7	7		""	"L10989"	
Ti	3	"241.3989"	""	"241.3987+"	""	"22"	"3.8e+08"	D	"5.170670"	"10.305186"	"3p6.3d.4s"	"1D"	"2"	"3p6.3d.4p"	"1F*"	"3"	5	7		"T1216"	"L3593,L11926"	
Ti	1	"241.47703"	"0.00006"	"241.476973"	"0.000018"	"9"	""		"0.8181426"	"5.95099326"	"3d3.(4F).4s"	"a 5F"	"2"	"3d2.4s.(4F<3/2>).4f"	"2[7/2]*"	"3"	5	7		""	"L12119"	
Ti	1	"241.5685"	"0.0005"	"241.569566"	"0.000018"	"00"	""		"0.8484192"	"5.97930256"	"3d3.(4F).4s"	"a 5F"	"5"	"3d2.4s.(4F<7/2>).4f"	"2[11/2]*"	"6"	11	13		""	"L16762"	
Ti	2	"241.74954"	"0.00002"	"241.749556"	"0.000018"	"23"	""		"4.00165030"	"9.12871389"	"3d3"	"d 2D1"	"3/2"	"3d.(2D).4s.4p.(1P*)"	"2P*"	"1/2"	4	2		""	"u37"	
Ti	1	"241.8362"	"0.0002"	"241.83617"	"0.00004"	"12"	"1.2e+07"	C	"0.00000000"	"5.1252276"	"3d2.4s2"	"a 3F"	"2"	"3d.4s2.4p"	"s 3F*"	"2"	5	5		"T3499n"	"L10989"	
Ti	1	"242.1305"	"0.0002"	"242.13047"	"0.00003"	"15+"	"1.3e+07"	C	"0.02109378"	"5.1400921"	"3d2.4s2"	"a 3F"	"3"	"3d.4s2.4p"	"s 3F*"	"3"	7	7		"T3499n"	"L10989"	
Ti	3	""	""	"242.152"	""	""	"1.3e-02"	E	"0.05212"	"5.170670"	"3p6.3d2"	"3F"	"4"	"3p6.3d.4s"	"1D"	"2"	9	5	E2	"T1610"	""	
Ti	2	"242.365846"	"0.000012"	"242.365844"	"0.000013"	"67"	""		"4.00165030"	"9.11567779"	"3d3"	"d 2D1"	"3/2"	"3d2.(3F).5p"	"2F*"	"5/2"	4	6		""	"u37"	
Ti	1	"242.4255"	"0.0002"	"242.42502"	"0.00004"	"15+"	"1.7e+07"	C	"0.04796626"	"5.1607454"	"3d2.4s2"	"a 3F"	"4"	"3d.4s2.4p"	"s 3F*"	"4"	9	9		"T3499n"	"L10989"	
Ti	1	"242.6562"	"0.0002"	"242.65636"	"0.00004"	"00"	""		"0.04796626"	"5.1558715"	"3d2.4s2"	"a 3F"	"4"	"3d3.(2G).4p"	"v 1F*"	"3"	9	7		""	"L10989"	
Ti	2	"242.70366"	"0.00008"	"242.703715"	"0.000010"	"8"	""		"4.00876907"	"9.11567779"	"3d3"	"d 2D1"	"5/2"	"3d2.(3F).5p"	"2F*"	"5/2"	6	6		""	"u37"	
Ti	1	"242.8214"	"0.0002"	"242.82157"	"0.00003"	"10"	"7.7e+06"	C	"0.00000000"	"5.1044302"	"3d2.4s2"	"a 3F"	"2"	"3d3.(2H).4p"	"3G*"	"3"	5	7		"T3499n"	"L10989"	
Ti	1	"242.8355"	"0.0002"	"242.83567"	"0.00004"	"8"	""		"0.02109378"	"5.1252276"	"3d2.4s2"	"a 3F"	"3"	"3d.4s2.4p"	"s 3F*"	"2"	7	5		""	"L10989"	
Ti	1	"243.1783"	"0.0002"	"243.17858"	"0.00005"	"4"	""		"0.8995494"	"5.9964865"	"3d2.4s2"	"a 1D"	"2"	"3d3.(2F).4p"	"u 1F*"	"3"	5	7		""	"L10989"	
Ti	1	"243.3218"	"0.0002"	"243.32195"	"0.00003"	"11"	""		"0.02109378"	"5.1150277"	"3d2.4s2"	"a 3F"	"3"	"3d3.(2H).4p"	"3G*"	"4"	7	9		""	"L10989"	
Ti	1	"243.4080"	"0.0002"	"243.40836"	"0.00003"	"8"	""		"0.04796626"	"5.1400921"	"3d2.4s2"	"a 3F"	"4"	"3d.4s2.4p"	"s 3F*"	"3"	9	7		""	"L10989"	
Ti	1	"243.8290"	"0.0002"	"243.82926"	"0.00003"	"6"	""		"0.02109378"	"5.1044302"	"3d2.4s2"	"a 3F"	"3"	"3d3.(2H).4p"	"3G*"	"3"	7	7		""	"L10989"	
Ti	2	"244.016470"	"0.000012"	"244.016464"	"0.000010"	"47"	"5.1e+07"	C	"1.56577729"	"6.64521411"	"3d3"	"b 2D2"	"3/2"	"3d.(2D).4s.4p.(3P*)"	"w 2D*"	"3/2"	4	4		"T2805"	"u37"	
Ti	1	"244.0980"	"0.0002"	"244.09841"	"0.00005"	"12"	"7.2e+06"	C	"0.04796626"	"5.1256981"	"3d2.4s2"	"a 3F"	"4"	"3d3.(2H).4p"	"3G*"	"5"	9	11		"T3499n"	"L10989"	
Ti	2	"244.269"	""	"244.268548"	"0.000010"	"7:"	"4.0e+06"	D	"1.56577729"	"6.63997254"	"3d3"	"b 2D2"	"3/2"	"3d.(2D).4s.4p.(3P*)"	"w 2D*"	"5/2"	4	6		"T2403n"	"L5432"	
Ti	1	"244.6122"	"0.0002"	"244.61247"	"0.00003"	"7"	""		"0.04796626"	"5.1150277"	"3d2.4s2"	"a 3F"	"4"	"3d3.(2H).4p"	"3G*"	"4"	9	9		""	"L10989"	
Ti	1	"244.7585"	"0.0002"	"244.75895"	"0.00004"	"00"	""		"0.00000000"	"5.0640293"	"3d2.4s2"	"a 3F"	"2"	"3d3.(4P).4p"	"r 3D*"	"3"	5	7		""	"L10989"	
Ti	2	"244.78979"	"0.00010"	"244.789782"	"0.000010"	"6"	"3.7e+06"	D	"1.58182260"	"6.64521411"	"3d3"	"b 2D2"	"5/2"	"3d.(2D).4s.4p.(3P*)"	"w 2D*"	"3/2"	6	4		"T2403n"	"u37"	
Ti	2	"245.043470"	"0.000012"	"245.043467"	"0.000010"	"73"	"4.5e+07"	C	"1.58182260"	"6.63997254"	"3d3"	"b 2D2"	"5/2"	"3d.(2D).4s.4p.(3P*)"	"w 2D*"	"5/2"	6	6		"T2805"	"u37"	
Ti	2	"245.601"	""	"245.599832"	"0.000009"	"0:"	""		"0.01166867"	"5.05836105"	"3d2.(3F).4s"	"a 4F"	"5/2"	"3d2.(3P).4p"	"y 4D*"	"7/2"	6	8		""	"L5432"	
Ti	1	"245.7826"	"0.0002"	"245.78281"	"0.00004"	"5"	""		"0.02109378"	"5.0640293"	"3d2.4s2"	"a 3F"	"3"	"3d3.(4P).4p"	"r 3D*"	"3"	7	7		""	"L10989"	
Ti	1	"245.8037"	"0.0002"	"245.80402"	"0.00003"	"4"	""		"0.00000000"	"5.0425005"	"3d2.4s2"	"a 3F"	"2"	"3d3.(4P).4p"	"r 3D*"	"2"	5	5		""	"L10989"	
Ti	1	"245.9089"	"0.0005"	"245.90992"	"0.00004"	"3"	""		"0.04796626"	"5.0882954"	"3d2.4s2"	"a 3F"	"4"	"3d3.(2H).4p"	"y 1H*"	"5"	9	11		""	"L16762"	
Ti	1	"245.9652"	"0.0002"	"245.96611"	"0.00011"	"8"	""		"1.0460073"	"6.0851850"	"3d2.4s2"	"a 3P"	"0"	"3d2.4s.(2F).5p"	"3D*"	"1"	1	3		""	"L10989"	
Ti	2	"246.064722"	"0.000012"	"246.064733"	"0.000010"	"145"	""		"4.64081303"	"9.67797117"	"3d2.(3P).4p"	"z 2S*"	"1/2"	"3d2.(3P).4d"	"2P"	"3/2"	2	4		""	"u37"	
Ti	1	"246.1879"	"0.0002"	"246.18823"	"0.00007"	"4"	""		"1.05292613"	"6.0875576"	"3d2.4s2"	"a 3P"	"1"	"3d2.4s.(2F).5p"	"3D*"	"2"	3	5		""	"L10989"	
Ti	1	"246.3045"	"0.0002"	"246.30431"	"0.00011"	"4"	""		"1.05292613"	"6.0851850"	"3d2.4s2"	"a 3P"	"1"	"3d2.4s.(2F).5p"	"3D*"	"1"	3	3		""	"L10989"	
Ti	2	"246.343"	""	"246.342399"	"0.000005"	"0:"	""		"0.00000000"	"5.03148088"	"3d2.(3F).4s"	"a 4F"	"3/2"	"3d2.(3P).4p"	"y 4D*"	"5/2"	4	6		""	"L5432"	
Ti	2	"246.397"	""	"246.396445"	"0.000007"	"4:"	""		"0.02798372"	"5.05836105"	"3d2.(3F).4s"	"a 4F"	"7/2"	"3d2.(3P).4p"	"y 4D*"	"7/2"	8	8		""	"L5432"	
Ti	1	"246.4979"	"0.0002"	"246.49801"	"0.00003"	"6"	""		"0.00000000"	"5.0283049"	"3d2.4s2"	"a 3F"	"2"	"3d3.(4P).4p"	"r 3D*"	"1"	5	3		""	"L10989"	
Ti	2	"246.52485"	"0.00015"	"246.524723"	"0.000010"	"4"	""		"4.00876907"	"9.03652905"	"3d3"	"d 2D1"	"5/2"	"3d2.(3F).5p"	"2G*"	"7/2"	6	8		""	"u37"	
Ti	1	"246.5467"	"0.0002"	"246.54682"	"0.00007"	"5"	""		"1.06655474"	"6.0938641"	"3d2.4s2"	"a 3P"	"2"	"3d2.4s.(2F).5p"	"3D*"	"3"	5	7		""	"L10989"	
Ti	2	"246.797731"	"0.000012"	"246.797737"	"0.000009"	"73"	""		"4.64081303"	"9.66301158"	"3d2.(3P).4p"	"z 2S*"	"1/2"	"3d2.(3P).4d"	"2P"	"1/2"	2	2		""	"u37"	
Ti	1	"246.8366"	"0.0002"	"246.83666"	"0.00003"	"6"	""		"0.02109378"	"5.0425005"	"3d2.4s2"	"a 3F"	"3"	"3d3.(4P).4p"	"r 3D*"	"2"	7	5		""	"L10989"	
Ti	1	"246.8564"	"0.0002"	"246.85651"	"0.00007"	"2"	""		"1.06655474"	"6.0875576"	"3d2.4s2"	"a 3P"	"2"	"3d2.4s.(2F).5p"	"3D*"	"2"	5	5		""	"L10989"	
Ti	2	"246.916"	""	"246.915069"	"0.000009"	"3:"	""		"0.01166867"	"5.03148088"	"3d2.(3F).4s"	"a 4F"	"5/2"	"3d2.(3P).4p"	"y 4D*"	"5/2"	6	6		""	"L5432"	
Ti	1	"247.0996"	"0.0002"	"247.09963"	"0.00004"	"6"	""		"0.04796626"	"5.0640293"	"3d2.4s2"	"a 3F"	"4"	"3d3.(4P).4p"	"r 3D*"	"3"	9	7		""	"L10989"	
Ti	2	"247.29408"	"0.00018"	"247.292548"	"0.000007"	"4"	"2.08e+06"	B'	"0.00000000"	"5.01215028"	"3d2.(3F).4s"	"a 4F"	"3/2"	"3d2.(3P).4p"	"y 4D*"	"3/2"	4	4		"T7385"	"L17999"	
Ti	2	"247.41947"	"0.00004"	"247.419437"	"0.000007"	"17"	"6.51e+05"	C+	"0.04878107"	"5.05836105"	"3d2.(3F).4s"	"a 4F"	"9/2"	"3d2.(3P).4p"	"y 4D*"	"7/2"	10	8		"T7385"	"u37"	
Ti	2	"247.64931"	"0.00015"	"247.649265"	"0.000014"	"4"	""		"4.28283327"	"9.28776449"	"3d2.(3F).4p"	"z 2G*"	"7/2"	"3d2.(1D).4d"	"2G"	"7/2"	8	8		""	"u37"	
Ti	2	"247.72028"	"0.00004"	"247.720249"	"0.000006"	"14"	"7.9e+05"	D	"0.02798372"	"5.03148088"	"3d2.(3F).4s"	"a 4F"	"7/2"	"3d2.(3P).4p"	"y 4D*"	"5/2"	8	6		"T2403n"	"u37"	
Ti	2	"247.86965"	"0.00006"	"247.869648"	"0.000010"	"10"	"5.12e+05"	D+	"0.01166867"	"5.01215028"	"3d2.(3F).4s"	"a 4F"	"5/2"	"3d2.(3P).4p"	"y 4D*"	"3/2"	6	4		"T7385"	"u37"	
Ti	2	"247.878"	""	"247.877561"	"0.000007"	"3:"	""		"0.00000000"	"5.00032200"	"3d2.(3F).4s"	"a 4F"	"3/2"	"3d2.(3P).4p"	"y 4D*"	"1/2"	4	2		""	"L5432"	
Ti	2	"247.926742"	"0.000012"	"247.926732"	"0.000011"	"41"	""		"4.64081303"	"9.64014338"	"3d2.(3P).4p"	"z 2S*"	"1/2"	"3d2.(3P).4d"	"4P"	"1/2"	2	2		""	"u37"	
Ti	2	"247.999433"	"0.000012"	"247.999430"	"0.000008"	"51"	""		"4.64081303"	"9.63867800"	"3d2.(3P).4p"	"z 2S*"	"1/2"	"3d2.(3P).4d"	"4P"	"3/2"	2	4		""	"u37"	
Ti	2	"248.150"	""	"248.148927"	"0.000012"	"4:"	"2.0e+06"	D	"0.57388034"	"5.56873456"	"3d2.(3F).4s"	"a 2F"	"5/2"	"3d2.(3P).4p"	"x 2D*"	"3/2"	6	4		"T2403n"	"L5432"	
Ti	2	"248.21146"	"0.00007"	"248.211437"	"0.000008"	"9"	""		"4.00876907"	"9.00236547"	"3d3"	"d 2D1"	"5/2"	"3d2.(3F).5p"	"4D*"	"7/2"	6	8		""	"u37"	
Ti	2	"248.226"	""	"248.225507"	"0.000012"	"2:"	""		"0.57388034"	"5.56719371"	"3d2.(3F).4s"	"a 2F"	"5/2"	"3d2.(3P).4p"	"x 2D*"	"5/2"	6	6		""	"L5432"	
Ti	2	"248.99345"	"0.00004"	"248.993489"	"0.000014"	"15"	""		"4.95029467"	"9.92820802"	"3d2.(1D).4p"	"y 2F*"	"5/2"	"3d2.(1G).4d"	"2G"	"7/2"	6	8		""	"u37"	
Ti	2	"249.18450"	"0.00006"	"249.184567"	"0.000008"	"10"	""		"4.00876907"	"8.98286555"	"3d3"	"d 2D1"	"5/2"	"3d2.(3F).5p"	"4D*"	"5/2"	6	6		""	"u37"	
Ti	2	"249.68463"	"0.00004"	"249.684630"	"0.000012"	"18"	""		"4.96862592"	"9.93276108"	"3d2.(1D).4p"	"y 2F*"	"7/2"	"3d2.(1G).4d"	"2G"	"9/2"	8	10		""	"u37"	
Ti	2	"249.89511"	"0.00003"	"249.895120"	"0.000007"	"21"	"1.37e+06"	C	"0.60723963"	"5.56719371"	"3d2.(3F).4s"	"a 2F"	"7/2"	"3d2.(3P).4p"	"x 2D*"	"5/2"	8	6		"T7385"	"u37"	
Ti	1	"250.4510"	"0.0005"	"250.45012"	"0.00004"	"7"	""		"0.04796626"	"4.9969298"	"3d2.4s2"	"a 3F"	"4"	"3d3.(2D2).4p"	"w 1F*"	"3"	9	7		""	"L16762"	
Ti	2	"251.08901"	"0.00019"	"251.089052"	"0.000007"	"9"	"3.61e+05"	D+	"0.12199000"	"5.05836105"	"3d3"	"b 4F"	"5/2"	"3d2.(3P).4p"	"y 4D*"	"7/2"	6	8		"T7385"	"L17999"	
Ti	3	"251.6053"	""	"251.6066+"	""	"25"	"3.4e+08"	D	"4.764216"	"9.690433"	"3p6.3d.4s"	"3D"	"3"	"3p6.3d.4p"	"3F*"	"4"	7	9		"T1216"	"L3593,L11926"	
Ti	1	"251.7155"	"0.0003"	"251.71549"	"0.00003"	"1"	""		"0.00000000"	"4.9240869"	"3d2.4s2"	"a 3F"	"2"	"3d3.(2D2).4p"	"s 3D*"	"3"	5	7		""	"L10989"	
Ti	2	"251.743134"	"0.000013"	"251.743139"	"0.000007"	"160"	"5.01e+06"	B+	"0.13481497"	"5.05836105"	"3d3"	"b 4F"	"7/2"	"3d2.(3P).4p"	"y 4D*"	"7/2"	8	8		"T7385"	"u37"	
Ti	1	"251.9025"	"0.0003"	"251.90245"	"0.00003"	"10"	"5.9e+06"	C	"0.00000000"	"4.9204324"	"3d2.4s2"	"a 3F"	"2"	"3d3.(2D2).4p"	"s 3D*"	"2"	5	5		"T3499n"	"L10989"	
Ti	2	"251.9327"	"0.0002"	"251.932540"	"0.000007"	"3"	""		"0.04878107"	"4.96862592"	"3d2.(3F).4s"	"a 4F"	"9/2"	"3d2.(1D).4p"	"y 2F*"	"7/2"	10	8		""	"u37"	
Ti	2	"251.98049"	"0.00005"	"251.980562"	"0.000007"	"12"	"4.61e+05"	C'	"0.11257359"	"5.03148088"	"3d3"	"b 4F"	"3/2"	"3d2.(3P).4p"	"y 4D*"	"5/2"	4	6		"T7385"	"u37"	
Ti	1	"252.0542"	"0.0003"	"252.05415"	"0.00003"	"15+"	"3.8e+07"	C	"0.00000000"	"4.9174713"	"3d2.4s2"	"a 3F"	"2"	"3d3.(2D2).4p"	"s 3D*"	"1"	5	3		"T3499n"	"L10989"	
Ti	2	"252.27394"	"0.00003"	"252.273931"	"0.000009"	"24"	""		"4.00876907"	"8.92195655"	"3d3"	"d 2D1"	"5/2"	"3d2.(3F).5p"	"4F*"	"7/2"	6	8		""	"u37"	
Ti	2	"252.437668"	"0.000013"	"252.437676"	"0.000007"	"46"	""		"3.86923825"	"8.77923899"	"3d2.(3F).4p"	"z 2F*"	"5/2"	"3d2.(1D).5s"	"2D"	"3/2"	6	4		""	"u37"	
Ti	2	"252.45760"	"0.00006"	"252.457578"	"0.000007"	"10"	""		"3.86923825"	"8.77885195"	"3d2.(3F).4p"	"z 2F*"	"5/2"	"3d2.(1D).5s"	"2D"	"5/2"	6	6		""	"u37"	
Ti	2	"252.463890"	"0.000013"	"252.463894"	"0.000006"	"206"	"8.21e+06"	B+	"0.12199000"	"5.03148088"	"3d3"	"b 4F"	"5/2"	"3d2.(3P).4p"	"y 4D*"	"5/2"	6	6		"T7385"	"u37"	
Ti	2	"252.560296"	"0.000013"	"252.560300"	"0.000007"	"1350"	"4.06e+07"	B+	"0.15074407"	"5.05836105"	"3d3"	"b 4F"	"9/2"	"3d2.(3P).4p"	"y 4D*"	"7/2"	10	8		"T7385"	"u37"	
Ti	2	"252.76526"	"0.00005"	"252.765268"	"0.000012"	"12"	""		"4.00165030"	"8.90528793"	"3d3"	"d 2D1"	"3/2"	"3d2.(3F).5p"	"4F*"	"5/2"	4	6		""	"u37"	
Ti	3	"252.7840"	""	"252.7845+"	""	"24"	""		"4.736066"	"9.639330"	"3p6.3d.4s"	"3D"	"2"	"3p6.3d.4p"	"3F*"	"3"	5	7		""	"L3593,L11926"	
Ti	1	"252.7985"	"0.0003"	"252.79850"	"0.00003"	"10"	"6.8e+06"	C	"0.02109378"	"4.9240869"	"3d2.4s2"	"a 3F"	"3"	"3d3.(2D2).4p"	"s 3D*"	"3"	7	7		"T3499n"	"L10989"	
Ti	2	"252.974777"	"0.000013"	"252.974783"	"0.000009"	"154"	"7.48e+06"	B+	"0.11257359"	"5.01215028"	"3d3"	"b 4F"	"3/2"	"3d2.(3P).4p"	"y 4D*"	"3/2"	4	4		"T7385"	"u37"	
Ti	1	"252.9871"	"0.0003"	"252.98707"	"0.00003"	"5"	"3.8e+07"	C	"0.02109378"	"4.9204324"	"3d2.4s2"	"a 3F"	"3"	"3d3.(2D2).4p"	"s 3D*"	"2"	7	5		"T3499n"	"L10989"	
Ti	2	"253.125172"	"0.000013"	"253.125172"	"0.000006"	"930"	"3.71e+07"	B+	"0.13481497"	"5.03148088"	"3d3"	"b 4F"	"7/2"	"3d2.(3P).4p"	"y 4D*"	"5/2"	8	6		"T7385"	"u37"	
Ti	2	"253.3899"	"0.0002"	"253.389929"	"0.000012"	"3"	""		"4.00165030"	"8.89320022"	"3d3"	"d 2D1"	"3/2"	"3d2.(3F).5p"	"4F*"	"3/2"	4	4		""	"u37"	
Ti	2	"253.461943"	"0.000013"	"253.461940"	"0.000009"	"610"	"2.95e+07"	B+	"0.12199000"	"5.01215028"	"3d3"	"b 4F"	"5/2"	"3d2.(3P).4p"	"y 4D*"	"3/2"	6	4		"T7385"	"u37"	
Ti	2	"253.587016"	"0.000013"	"253.587019"	"0.000009"	"384"	"4.86e+07"	B+	"0.11257359"	"5.00032200"	"3d3"	"b 4F"	"3/2"	"3d2.(3P).4p"	"y 4D*"	"1/2"	4	2		"T7385"	"u37"	
Ti	2	"253.679"	"0.002"	"253.681448"	"0.000007"	"9"	""		"3.66304545"	"8.54897459"	"3d2.(3F).4p"	"z 4G*"	"5/2"	"3d2.(3F).4d"	"f 4F"	"7/2"	6	8		""	"L5432"	
Ti	3	"254.0057"	""	"254.0048+"	""	"23"	""		"4.719378"	"9.599087"	"3p6.3d.4s"	"3D"	"1"	"3p6.3d.4p"	"3F*"	"2"	3	5		""	"L3593,L11926"	
Ti	1	"254.1908"	"0.0003"	"254.19177"	"0.00003"	"15+"	"4.3e+07"	C	"0.04796626"	"4.9240869"	"3d2.4s2"	"a 3F"	"4"	"3d3.(2D2).4p"	"s 3D*"	"3"	9	7		"T3499n"	"L10989"	
Ti	3	"254.2444"	""	"254.2442+"	""	"8"	""		"4.764216"	"9.639330"	"3p6.3d.4s"	"3D"	"3"	"3p6.3d.4p"	"3F*"	"3"	7	7		""	"L3593"	
Ti	2	"254.277550"	"0.000013"	"254.277554"	"0.000007"	"110"	""		"3.90437619"	"8.77885195"	"3d2.(3F).4p"	"z 2F*"	"7/2"	"3d2.(1D).5s"	"2D"	"5/2"	8	6		""	"u37"	
Ti	2	"254.36196"	"0.00008"	"254.36201"	"0.00003"	"8"	""		"3.66304545"	"8.5359028"	"3d2.(3F).4p"	"z 4G*"	"5/2"	"3d2.(3F).4d"	"f 4F"	"5/2"	6	6		""	"u37"	
Ti	2	"254.67884"	"0.00005"	"254.678884"	"0.000009"	"12"	""		"4.00876907"	"8.87556400"	"3d3"	"d 2D1"	"5/2"	"3d2.(3F).5p"	"4G*"	"7/2"	6	8		""	"u37"	
Ti	3	"254.801"	""	"254.7985+"	""	"4"	""		"5.170670"	"10.035181"	"3p6.3d.4s"	"1D"	"2"	"3p6.3d.4p"	"3P*"	"1"	5	3		""	"L3593"	
Ti	3	"254.8588"	""	"254.8597+"	""	"6"	""		"4.736066"	"9.599408"	"3p6.3d.4s"	"3D"	"2"	"3p6.3d.4p"	"3D*"	"3"	5	7		""	"L3593"	
Ti	2	"254.863728"	"0.000013"	"254.863719"	"0.000009"	"93"	""		"3.66304545"	"8.52631106"	"3d2.(3F).4p"	"z 4G*"	"5/2"	"3d2.(3F).4d"	"f 4F"	"3/2"	6	4		""	"u37"	
Ti	3	"254.8765"	""	"254.8765+"	""	"5"	""		"4.736066"	"9.599087"	"3p6.3d.4s"	"3D"	"2"	"3p6.3d.4p"	"3F*"	"2"	5	5		""	"L3593"	
Ti	2	"254.91163"	"0.00006"	"254.911636"	"0.000007"	"10"	""		"3.68662310"	"8.54897459"	"3d2.(3F).4p"	"z 4G*"	"7/2"	"3d2.(3F).4d"	"f 4F"	"7/2"	8	8		""	"u37"	
Ti	2	"255.11465"	"0.00005"	"255.114627"	"0.000012"	"14"	""		"4.00165030"	"8.86013315"	"3d3"	"d 2D1"	"3/2"	"3d2.(3F).5p"	"4G*"	"5/2"	4	6		""	"u37"	
Ti	2	"255.48892"	"0.00016"	"255.489000"	"0.000009"	"4"	""		"4.00876907"	"8.86013315"	"3d3"	"d 2D1"	"5/2"	"3d2.(3F).5p"	"4G*"	"5/2"	6	6		""	"u37"	
Ti	2	"255.57132"	"0.00013"	"255.571235"	"0.000009"	"5"	""		"3.71559942"	"8.56540259"	"3d2.(3F).4p"	"z 4G*"	"9/2"	"3d2.(3F).4d"	"f 4F"	"9/2"	10	10		""	"u37"	
Ti	2	"255.598697"	"0.000013"	"255.598614"	"0.000016"	"355*"	"3.2e+07"	D	"0.57388034"	"5.42316403"	"3d2.(3F).4s"	"a 2F"	"5/2"	"3d2.(1G).4p"	"y 2G*"	"7/2"	6	8		"T2403n"	"u37"	
