CUBEIDPUB,CUBEID,CATID,CUBEFWHM,ISBEST,CATSOURCE,WARNSTAR,WARNFILL,WARNZ,WARNMULT,WARNSKER,WARNWCS,WARNEMFT,WARNSKEM,WARNSK2M,WARNSK4M
"136238_B","136238_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01","136238",1.7550846,1,1,0,0,0,0,0,0,0,0,0,0
"136240_A","136240_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02","136240",2.0000398,1,1,0,0,0,0,0,0,0,0,0,0
"136240_B","136240_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01","136240",1.7550846,0,1,0,0,0,0,0,0,0,0,0,0
"136263_A","136263_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02","136263",2.0000398,1,1,0,0,0,0,0,0,0,0,0,0
"136263_B","136263_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01","136263",1.7550846,0,1,0,0,0,0,0,0,0,0,0,0
"136308_A","136308_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02","136308",2.0000398,1,1,0,0,0,1,0,0,0,0,0,0
"136308_B","136308_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01","136308",1.7550846,0,1,0,0,0,0,0,0,0,0,0,0
"136594_A","136594_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16","136594",2.2502587,1,3,0,1,0,0,0,0,0,0,0,0
"136602_A","136602_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25","136602",2.6039546,1,1,0,0,0,2,0,0,0,0,0,0
"136605_A","136605_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12","136605",2.1073215,1,1,0,0,0,0,0,0,0,0,0,0
"136616_A","136616_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12","136616",2.1073215,1,1,0,0,0,0,0,0,0,0,0,0
"136624_A","136624_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12","136624",2.1073215,1,1,0,0,0,0,0,0,0,0,0,0
"136626_A","136626_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12","136626",2.3150146,1,1,0,0,0,0,0,0,0,0,0,0
"136672_A","136672_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25","136672",2.6039546,1,1,0,0,0,0,0,0,0,0,0,0
"136688_A","136688_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12","136688",2.3150146,1,1,0,0,0,0,0,0,0,0,0,0
"136799_A","136799_7_Y18SAR3_P001_12T123_2018_04_09-2018_04_19","136799",2.5189373,1,3,0,1,0,0,0,0,0,0,0,0
"136841_A","136841_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12","136841",2.1073215,1,1,0,0,0,0,0,0,0,0,0,0
"136842_A","136842_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25","136842",2.6039546,1,1,0,0,0,0,0,0,0,0,0,0
"136847_A","136847_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12","136847",2.3150146,1,1,0,0,0,0,0,0,0,0,0,0
"136856_A","136856_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25","136856",2.6039546,1,1,0,0,0,0,0,0,0,0,0,0
"136866_A","136866_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12","136866",2.3150146,1,1,0,0,0,0,0,0,0,0,0,0
"136871_A","136871_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12","136871",2.3150146,1,1,0,0,0,0,0,0,0,0,0,0
"136880_A","136880_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12","136880",2.1073215,1,1,0,0,0,0,0,0,0,0,0,0
"136881_A","136881_7_Y18SAR3_P001_12T123_2018_04_09-2018_04_19","136881",2.5189373,1,1,0,0,0,0,0,0,0,0,0,0
"136894_A","136894_7_Y18SAR3_P001_12T123_2018_04_09-2018_04_19","136894",2.5189373,1,1,0,0,0,0,0,0,0,0,0,0
"136917_A","136917_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25","136917",2.6039546,1,1,0,0,0,0,0,0,0,0,0,0
"136918_A","136918_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12","136918",2.1073215,1,1,0,0,0,0,0,0,0,0,0,0
"136966_A","136966_7_Y18SAR3_P001_12T123_2018_04_09-2018_04_19","136966",2.5189373,1,1,0,0,0,0,0,0,0,0,0,0
"136980_A","136980_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25","136980",2.6039546,1,1,0,0,0,0,0,0,0,0,0,0
"137037_A","137037_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01","137037",2.5497894,1,1,0,0,0,0,0,0,0,0,0,0
"137071_A","137071_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01","137071",2.5497894,1,1,0,0,0,1,0,0,0,0,0,0
"137155_A","137155_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01","137155",2.5497894,1,1,0,0,0,0,0,0,0,0,0,0
"137328_A","137328_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19","137328",1.5882795,1,1,0,0,0,0,0,0,0,0,0,0
"137350_A","137350_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19","137350",1.5882795,1,1,0,0,0,0,0,0,0,0,0,0
"137455_A","137455_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19","137455",1.5882795,1,1,0,0,0,0,0,0,0,0,0,0
"137789_A","137789_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04","137789",1.4943258,1,1,0,0,0,0,0,0,0,0,0,0
"137809_A","137809_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19","137809",1.4503161,1,1,0,0,0,0,0,0,0,0,0,0
"137838_A","137838_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19","137838",1.4503161,1,1,0,0,0,0,0,0,0,0,0,0
"137841_A","137841_7_Y17SAR3_P010_12T115_2018_04_09-2018_04_19","137841",1.4503161,1,1,0,0,0,0,0,0,0,0,0,0
"137847_A","137847_8_Y14SAR3_P001_12T052_2014_04_24-2014_05_04","137847",1.4943258,1,1,0,0,0,0,0,0,0,0,0,0
"138047_A","138047_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14","138047",2.9515972,1,1,0,0,0,0,0,0,0,0,0,0
"138065_A","138065_8_Y14SAR4_P008_12T070_2016_04_04-2016_04_12","138065",1.8024155,1,1,0,0,0,2,0,0,0,0,0,0
"138066_A","138066_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04","138066",2.0915372,1,1,0,0,0,0,0,0,0,0,0,0
"138066_C","138066_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12","138066",1.6905924,0,1,0,0,0,0,0,0,0,0,0,0
"138066_B","138066_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04","138066",2.8480687,0,1,0,0,0,0,0,0,0,0,0,0
"138094_A","138094_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04","138094",2.0915372,1,1,0,0,0,0,0,0,0,0,0,0
"138094_D","138094_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12","138094",1.6905924,0,1,0,0,0,0,0,0,0,0,0,0
"138094_B","138094_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04","138094",2.8480687,0,1,0,0,0,0,0,0,0,0,0,0
"138094_C","138094_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14","138094",2.9515972,0,1,0,0,0,0,0,0,0,0,0,0
"138132_A","138132_13_Y14SAR3_P003_12T054_2014_04_24-2014_05_04","138132",2.0915372,1,1,0,0,0,0,0,0,0,0,0,0
"138132_D","138132_6_Y14SAR3_P003_12T054_2016_04_04-2016_04_12","138132",1.6905924,0,1,0,0,0,0,0,0,0,0,0,0
"138132_B","138132_7_Y14SAR3_P003_12T054_2014_04_24-2014_05_04","138132",2.8480687,0,1,0,0,0,0,0,0,0,0,0,0
"138132_C","138132_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14","138132",2.9515972,0,1,0,0,0,0,0,0,0,0,0,0
"138161_A","138161_7_Y15SAR3_P003_12T088_2016_02_08-2016_02_14","138161",2.9515972,1,1,0,0,0,0,0,0,0,0,0,0
"138291_A","138291_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19","138291",2.0368056,1,1,0,0,0,0,0,0,0,0,0,0
"138381_A","138381_7_Y17SAR3_P007_12T108_2018_04_09-2018_04_19","138381",2.0368056,1,1,0,0,0,0,0,0,0,0,0,0
"139123_A","139123_7_Y18SAR4_P002_12T124_2018_05_07-2018_05_16","139123",2.0833745,1,1,0,0,0,0,0,0,0,0,0,0
"143148_A","143148_12_Y15SAR3_P005_12T094_2017_03_24-2017_04_02","143148",2.0000398,0,1,0,0,0,0,0,0,0,0,0,0
"143148_B","143148_7_Y15SAR3_P005_12T094_2017_04_19-2017_05_01","143148",1.7550846,1,1,0,0,0,0,0,0,0,0,0,0
"143227_B","143227_7_Y14SAR4_P004_12T066_2017_03_24-2017_04_02","143227",2.2188303,0,1,0,0,0,0,0,0,0,0,0,0
"143227_C","143227_7_Y17SAR3_P001_12T102_2018_02_12-2018_02_19","143227",1.6118999,1,1,0,0,0,0,0,0,0,0,0,0
"143227_A","143227_9_Y14SAR4_P004_12T066_2014_05_23-2014_06_01","143227",2.2280612,0,1,0,0,0,0,0,0,0,0,0,0
"143287_A","143287_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16","143287",2.2502587,1,1,0,0,0,0,0,0,0,0,0,0
"143291_A","143291_7_Y18SAR4_P001_12T128_2018_05_07-2018_05_16","143291",2.2502587,1,1,0,0,0,0,0,0,0,0,0,0
"143388_A","143388_6_Y14SAR3_P002_12T053_2016_04_04-2016_04_12","143388",2.3150146,1,1,0,0,0,0,0,0,0,0,0,0
"143446_A","143446_7_Y14SAR4_P009_12T071_2016_04_04-2016_04_12","143446",2.1073215,1,1,0,0,0,0,0,0,0,0,0,0
"143499_A","143499_7_Y14SAR1_P004_12T044_2015_02_16-2015_02_25","143499",2.6039546,1,1,0,0,0,0,0,0,0,0,0,0
"143547_A","143547_7_Y18SAR3_P001_12T123_2018_04_09-2018_04_19","143547",2.5189373,1,3,0,1,0,0,0,0,0,0,0,0
"143605_A","143605_7_Y18SAR3_P001_12T123_2018_04_09-2018_04_19","143605",2.5189373,1,1,0,0,0,0,0,0,0,0,0,0
"143735_A","143735_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19","143735",1.895166,1,1,0,0,0,0,0,0,0,0,0,0
"143736_A","143736_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01","143736",2.5497894,1,1,0,0,0,0,0,0,0,0,0,0
"143746_A","143746_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01","143746",2.5497894,1,1,0,0,0,0,0,0,0,0,0,0
"143750_A","143750_7_Y17SAR3_P008_12T109_2018_04_09-2018_04_19","143750",1.895166,1,3,0,1,0,0,0,0,0,0,0,0
"143814_A","143814_7_Y14SAR4_P006_12T068_2014_05_23-2014_06_01","143814",2.5497894,1,1,0,0,0,0,0,0,0,0,0,0
"143918_A","143918_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19","143918",1.5882795,1,1,0,0,0,0,0,0,0,0,0,0
"144051_A","144051_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19","144051",1.5882795,1,1,0,0,0,0,0,0,0,0,0,0
"144073_A","144073_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19","144073",1.5882795,1,1,0,0,0,0,0,0,0,0,0,0
"144127_A","144127_7_Y17SAR3_P006_12T107_2018_04_09-2018_04_19","144127",1.5882795,1,1,0,0,0,0,0,0,0,0,0,0
"144176_A","144176_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10","144176",1.2563152,1,1,0,0,0,0,0,0,0,0,0,0
"144178_A","144178_7_Y14SAR3_P011_12T062_2016_05_02-2016_05_10","144178",1.2563152,1,1,0,0,0,0,0,0,0,0,0,0
"348115_A","348115_8_Y13SAR1_P010_09T010_2013_03_05-2013_03_17","348115",2.5491083,1,1,0,0,0,0,0,0,0,0,0,0
"348116_A","348116_8_Y13SAR1_P010_09T010_2013_03_05-2013_03_17","348116",2.5491083,1,1,0,0,0,0,0,0,0,0,0,0
"348118_A","348118_7_Y14SBR2_P001_09T088_2015_01_19-2015_01_26","348118",1.6550151,1,1,0,0,0,0,0,0,0,0,0,0
"3622327_A","3622327_7_Y18SAR1_P001_09T138_2018_02_12-2018_02_19","3622327",1.5288186,1,1,0,0,0,0,0,0,0,0,0,0
"3623223_A","3623223_8_Y18SAR2_P002_09T144_2018_04_09-2018_04_19","3623223",1.7603855,1,1,0,0,0,0,0,0,0,0,0,0
"3628218_A","3628218_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13","3628218",1.7963119,1,1,0,0,0,0,0,0,0,0,0,0
"3628809_A","3628809_7_Y16SAR2_P002_09T118_2016_03_03-2016_03_13","3628809",1.7963119,1,1,0,0,0,0,0,0,0,0,0,0
"3630097_A","3630097_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14","3630097",2.338051,1,1,0,0,0,0,0,0,0,0,0,0
"3630239_A","3630239_7_Y15SAR2_P003_09T112_2016_02_08-2016_02_14","3630239",2.338051,1,1,0,0,0,0,0,0,0,0,0,0
"3630943_A","3630943_6_Y18SAR1_P002_09T140_2018_04_09-2018_04_19","3630943",1.3624305,1,1,0,0,0,0,0,0,0,0,0,0
"3631885_A","3631885_6_Y18SAR1_P002_09T140_2018_04_09-2018_04_19","3631885",1.3624305,1,1,0,0,0,0,0,0,0,0,0,0
"3631902_A","3631902_6_Y18SAR1_P002_09T140_2018_04_09-2018_04_19","3631902",1.3624305,1,1,0,0,0,0,0,0,0,0,0,0
"3632384_A","3632384_6_Y18SAR1_P002_09T140_2018_04_09-2018_04_19","3632384",1.3624305,1,1,0,0,0,1,0,0,0,0,0,0
"3634556_A","3634556_6_Y14SAR2_P002_09T069_2014_04_02-2014_04_06","3634556",1.7694334,1,1,0,0,0,0,0,0,0,0,0,0
"365316_A","365316_7_Y17SAR1_P001_09T125_2017_03_24-2017_04_02","365316",1.6733749,1,1,0,0,0,0,0,0,0,0,0,0
"365334_A","365334_7_Y17SAR1_P001_09T125_2017_03_24-2017_04_02","365334",1.6733749,1,1,0,0,0,0,0,0,0,0,0,0
"36880_A","36880_6_Y14SAR2_P004_15T064_2017_03_24-2017_04_02","36880",2.19595,1,1,0,0,0,0,0,0,0,0,0,0
"36894_A","36894_7_Y13SAR1_P002_15T006_2013_03_05-2013_03_17","36894",2.0602028,1,1,0,0,0,0,0,0,0,0,0,0
"36923_A","36923_12_Y14SAR3_P011_15T086_2016_05_02-2016_05_10","36923",1.427876,1,1,0,0,0,0,0,0,0,0,0,0
"36923_B","36923_6_Y14SAR3_P011_15T086_2016_05_02-2016_05_10","36923",1.1258953,0,1,0,0,0,0,0,0,0,0,0,0
"36923_C","36923_6_Y14SAR3_P011_15T086_2017_04_19-2017_05_01","36923",2.0829816,0,1,0,0,0,0,0,0,0,0,0,0
"37050_A","37050_8_Y13SAR1_P005_15T018_2013_03_05-2013_03_17","37050",2.3741858,1,1,0,0,0,0,0,0,0,0,0,0
"37064_A","37064_7_Y14SAR4_P006_15T092_2014_05_23-2014_06_01","37064",2.6040795,1,1,0,0,0,0,0,0,0,0,0,0
"370997_A","370997_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02","370997",1.8087604,1,1,0,0,0,0,0,0,0,0,0,0
"371037_A","371037_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02","371037",1.8087604,1,1,0,0,0,0,0,0,0,0,0,0
"371145_A","371145_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","371145",2.0887427,1,1,0,0,0,0,0,0,0,0,0,0
"371170_A","371170_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05","371170",1.940672,1,1,0,0,0,0,0,0,0,0,0,0
"371171_A","371171_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","371171",2.0887427,1,1,0,0,0,0,0,0,0,0,0,0
"371172_A","371172_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","371172",2.0887427,1,1,0,0,0,0,0,0,0,0,0,0
"371227_A","371227_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","371227",2.0887427,1,3,0,1,0,0,0,0,0,0,0,0
"371633_A","371633_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25","371633",1.7759062,1,1,0,0,0,0,0,0,0,0,0,0
"371714_A","371714_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25","371714",1.7759062,1,1,0,0,0,0,0,0,0,0,0,0
"371750_A","371750_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25","371750",1.7759062,1,1,0,0,0,0,0,0,0,0,0,0
"371789_A","371789_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25","371789",1.7759062,1,1,0,0,0,0,0,0,0,0,0,0
"371882_A","371882_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26","371882",2.7195387,1,1,0,0,0,0,0,0,0,0,0,0
"371889_A","371889_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06","371889",1.4306,1,1,0,0,0,0,0,0,0,0,0,0
"371943_A","371943_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","371943",1.6422914,1,1,0,0,0,0,0,0,0,0,0,0
"371959_A","371959_10_Y14SAR1_P003_09T063_2015_02_16-2015_02_25","371959",2.4886057,1,1,0,0,0,0,0,0,0,0,0,0
"371976_A","371976_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06","371976",1.4306,1,1,0,0,0,0,0,0,0,0,0,0
"372074_A","372074_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","372074",1.6422914,1,1,0,0,0,0,0,0,0,0,0,0
"372105_A","372105_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","372105",1.6422914,1,1,0,0,0,0,0,0,0,0,0,0
"372123_A","372123_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","372123",1.6422914,1,1,0,0,0,0,0,0,0,0,0,0
"372129_A","372129_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","372129",1.6422914,1,1,0,0,0,0,0,0,0,0,0,0
"372133_A","372133_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","372133",1.6422914,1,1,0,0,0,0,0,0,0,0,0,0
"372320_A","372320_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13","372320",1.469406,1,1,0,0,0,0,0,0,0,0,0,0
"372374_A","372374_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13","372374",1.469406,1,1,0,0,0,0,0,0,0,0,0,0
"372384_A","372384_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19","372384",2.0400054,1,1,0,0,0,2,0,0,0,0,0,0
"372408_A","372408_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13","372408",1.469406,1,1,0,0,0,0,0,0,0,0,0,0
"372446_A","372446_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13","372446",1.469406,1,1,0,0,0,2,0,0,0,0,0,0
"372452_A","372452_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13","372452",1.469406,1,1,0,0,0,0,0,0,0,0,0,0
"372541_A","372541_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19","372541",2.0400054,1,1,0,0,0,0,0,0,0,0,0,0
"372568_A","372568_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19","372568",2.0400054,1,1,0,0,0,0,0,0,0,0,0,0
"372599_A","372599_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19","372599",2.0400054,1,1,0,0,0,0,0,0,0,0,0,0
"373105_A","373105_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","373105",1.6049328,1,1,0,0,0,0,0,0,0,0,0,0
"373163_A","373163_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","373163",1.6049328,1,1,0,0,0,0,0,0,0,0,0,0
"373168_A","373168_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","373168",1.6049328,1,1,0,0,0,0,0,0,0,0,0,0
"373173_A","373173_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17","373173",1.852552,1,1,0,0,0,0,0,0,0,0,0,0
"373202_A","373202_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17","373202",1.852552,1,1,0,0,0,0,0,0,0,0,0,0
"373237_A","373237_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","373237",1.6049328,1,1,0,0,0,0,0,0,0,0,0,0
"373248_A","373248_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17","373248",1.852552,1,1,0,0,0,0,0,0,0,0,0,0
"373248_B","373248_7_Y13SAR1_P009_09T015_2013_03_05-2013_03_17","373248",2.5245326,0,1,0,0,0,0,0,0,0,0,0,0
"373284_A","373284_7_Y13SAR1_P009_09T015_2013_03_05-2013_03_17","373284",2.5245326,1,1,0,0,0,0,0,0,0,0,0,0
"375376_A","375376_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02","375376",1.8087604,1,1,0,0,0,0,0,0,0,0,0,0
"375402_A","375402_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","375402",2.4958227,1,1,0,0,0,0,0,0,0,0,0,0
"375531_A","375531_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","375531",2.4958227,1,1,0,0,0,0,1,0,0,0,0,0
"375560_A","375560_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","375560",2.0887427,1,1,0,0,0,0,0,0,0,0,0,0
"375564_A","375564_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","375564",2.4958227,1,1,0,0,0,0,0,0,0,0,0,0
"375610_A","375610_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","375610",2.0887427,1,1,0,0,0,0,0,0,0,0,0,0
"375615_A","375615_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","375615",2.0887427,1,1,0,0,0,0,0,0,0,0,0,0
"375751_A","375751_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05","375751",1.940672,1,1,0,0,0,0,0,0,0,0,0,0
"375904_A","375904_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05","375904",1.940672,1,1,0,0,0,0,0,0,0,0,0,0
"376001_A","376001_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17","376001",1.8350329,1,1,0,0,0,0,0,0,0,0,0,0
"376033_A","376033_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19","376033",1.9261848,1,1,0,0,0,0,0,0,0,0,0,0
"376097_A","376097_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19","376097",1.9261848,1,1,0,0,0,0,0,0,0,0,0,0
"376121_A","376121_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17","376121",1.8350329,1,1,0,0,0,0,0,0,0,0,0,0
"376136_A","376136_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19","376136",1.9261848,1,3,0,1,0,0,0,0,0,0,0,0
"376161_A","376161_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17","376161",1.8350329,1,1,0,0,0,0,0,0,0,0,0,0
"376163_A","376163_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25","376163",1.7759062,1,1,0,0,0,0,0,0,0,0,0,0
"376165_A","376165_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25","376165",1.7759062,1,1,0,0,0,0,0,0,0,0,0,0
"376184_A","376184_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25","376184",1.7759062,1,1,0,0,0,0,0,0,0,0,0,0
"376185_A","376185_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17","376185",1.8350329,1,1,0,0,0,0,0,0,0,0,0,0
"376282_A","376282_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25","376282",1.7759062,1,1,0,0,0,0,0,0,0,0,0,0
"376293_A","376293_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26","376293",2.7195387,1,1,0,0,0,0,0,0,0,0,0,0
"376340_A","376340_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26","376340",2.7195387,1,1,0,0,0,0,0,0,0,0,0,0
"376379_A","376379_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26","376379",2.7195387,1,1,0,0,0,0,0,0,0,0,0,0
"376478_A","376478_10_Y14SAR1_P003_09T063_2015_02_16-2015_02_25","376478",2.4886057,1,1,0,0,0,0,0,0,0,0,0,0
"376587_A","376587_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","376587",1.6422914,1,1,0,0,0,0,0,0,0,0,0,0
"376679_A","376679_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13","376679",1.7626722,1,1,0,0,0,0,0,0,0,0,0,0
"376703_A","376703_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13","376703",1.7626722,1,1,0,0,0,0,0,0,0,0,0,0
"376802_A","376802_11_Y13SAR1_P004_09T018_2013_03_05-2013_03_17","376802",1.8180883,1,1,0,0,0,0,0,0,0,0,0,0
"376990_A","376990_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19","376990",2.0400054,1,1,0,0,0,0,1,0,0,0,0,0
"377348_A","377348_7_Y15SAR2_P001_09T106_2016_02_08-2016_02_14","377348",1.6949615,1,1,0,0,0,0,0,0,0,0,0,0
"377562_A","377562_7_Y15SAR2_P002_09T110_2016_02_08-2016_02_14","377562",1.9860961,1,1,0,0,0,0,0,0,0,0,0,0
"377597_A","377597_7_Y15SAR2_P002_09T110_2016_02_08-2016_02_14","377597",1.9860961,1,1,0,0,0,0,0,0,0,0,0,0
"377666_A","377666_7_Y15SAR2_P002_09T110_2016_02_08-2016_02_14","377666",1.9860961,1,1,0,0,0,0,0,0,0,0,0,0
"377710_A","377710_7_Y15SAR2_P002_09T110_2016_02_08-2016_02_14","377710",1.9860961,1,1,0,0,0,0,0,0,0,0,0,0
"377892_A","377892_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","377892",1.6049328,1,1,0,0,0,0,0,0,0,0,0,0
"377962_A","377962_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17","377962",1.852552,1,1,0,0,0,0,0,0,0,0,0,0
"378060_A","378060_7_Y14SBR2_P001_09T088_2015_01_19-2015_01_26","378060",1.6550151,1,1,0,0,0,0,0,0,0,0,0,0
"378104_A","378104_7_Y14SBR2_P001_09T088_2015_01_19-2015_01_26","378104",1.6550151,1,1,0,0,0,0,0,0,0,0,0,0
"378142_A","378142_7_Y14SBR2_P001_09T088_2015_01_19-2015_01_26","378142",1.6550151,1,1,0,0,0,0,0,0,0,0,0,0
"380578_A","380578_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","380578",2.4958227,1,1,0,0,0,0,0,0,0,0,0,0
"380682_A","380682_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","380682",2.4958227,1,1,0,0,0,0,0,0,0,0,0,0
"380697_A","380697_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","380697",2.4958227,1,1,0,0,0,0,0,0,0,0,0,0
"380734_A","380734_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","380734",2.4958227,1,1,0,0,0,0,0,0,0,0,0,0
"381156_A","381156_7_Y14SAR1_P006_09T066_2015_02_16-2015_02_25","381156",1.7246832,1,1,0,0,0,0,0,0,0,0,0,0
"381157_A","381157_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19","381157",1.9261848,1,1,0,0,0,0,0,0,0,0,0,0
"381159_A","381159_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17","381159",1.8350329,1,1,0,0,0,0,0,0,0,0,0,0
"381160_A","381160_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19","381160",1.9261848,1,1,0,0,0,0,0,0,0,0,0,0
"381206_A","381206_7_Y14SAR1_P006_09T066_2015_02_16-2015_02_25","381206",1.7246832,1,1,0,0,0,0,0,0,0,0,0,0
