CATID,RA_OBJ,DEC_OBJ,z_spec,Mstar,ellip,PA,r_e,SURV_SAMI,BAD_CLASS
"9011900017",14.035177471932,-1.25447720211237,0.04365552,9.575955,0.5258712,246.13504,2.1527653,7,0
"9011900044",14.0462034237683,-1.32835204988117,0.037302848,9.605449,0.3111614,224.80875,1.4749354,7,0
"9011900055",14.1086886577782,-1.18142887693819,0.0473727,9.053341,0.4730055,141.72026,1.0095786,3,0
"9011900238",13.9790752732347,-1.04964274647599,0.041726142,9.54484,0.26535112,210.37479,2.9153605,7,0
"9011900328",13.9985730476824,-1.53576482828759,0.044560593,10.020392,0.21887,149.05489,4.945224,7,0
"9011900357",13.7648717168809,-1.31754809018814,0.04668897,10.050496,0.52729475,172.28513,2.9267664,7,0
"9011900441",14.4233387365988,-1.3122683330426,0.047100082,10.491172,0.5299439,184.7806,6.411256,7,0
"9011900691",14.5639131185017,-1.15750274821129,0.05274591,9.7649145,0.6838706,209.62633,2.962698,7,0
"9011901426",14.3650945311976,-0.471593857820377,0.043910038,11.27145,0.34577075,262.52768,11.067292,2,0
"9011901990",14.9708532722646,-0.793075689838292,0.043664526,10.605887,0.53441286,209.82582,3.4358265,2,0
"9011902362",12.9539638896099,-1.06222777803019,0.04618327,9.708531,1.1471589E-4,229.4245,2.3142989,2,0
"9016800092",18.8702016374335,0.514853056374023,0.04393832,10.047128,0.13169503,112.47998,2.8540416,8,0
"9016800225",18.876921585188,0.222792175471158,0.044983797,10.969834,0.46553913,240.07579,38.23902,7,1
"9016800228",18.6241257548023,0.204455108677097,0.04510529,9.8440075,0.3069401,120.27795,2.917009,8,0
"9016800232",18.5161319728278,0.307590177279012,0.045828454,9.626851,0.76548564,269.33585,3.5985115,7,0
"9016800871",19.3582999997728,0.36968220740211,0.04055435,10.231731,0.116829015,153.35558,1.8521541,2,0
"9239900001",329.389487000559,-7.79423600335944,0.056742683,11.234813,0.36085832,156.20659,15.137933,7,0
"9239900205",329.329950094183,-8.01277282941719,0.05424414,10.894853,0.116503194,144.56192,9.597281,7,0
"9239900852",329.92765633984,-7.50794083174115,0.063597195,10.383068,0.44132233,252.49632,4.893631,2,0
"9388000027",336.973053,-30.6318436,0.059597652,10.821087,0.2627357,0.9056958,3.2544837,7,0
"9388000084",336.7898865,-30.5618248,0.05886061,10.1487,0.30837744,15.571073,1.9517845,7,0
"9388000099",337.0187683,-30.7430191,0.05546245,10.393627,0.7409625,75.72593,3.0199182,7,0
"9388000156",336.9838257,-30.8220024,0.059278898,9.912398,0.1351756,78.40468,2.9430218,3,0
"9388000496",336.9580994,-30.046627,0.055861074,10.251181,0.48747423,33.30236,3.5880344,2,0
"9388000537",337.6124878,-30.5290394,0.058470562,10.54364,0.5708936,-7.5924683,5.1841946,2,0
"9008500190",10.5136335931057,-9.47106096169307,0.05224929,10.562917,0.1817585,159.70084,14.184086,7,0
"9008500701",10.6829135788037,-9.73915015029539,0.05094526,10.430888,0.49838072,183.42834,5.5946994,7,0
"9008500716",10.9285608081844,-9.12542754197721,0.05470608,10.38052,0.6506844,195.83882,2.996702,8,0
"9008500897",10.6020199990398,-9.87362479980222,0.05779857,10.300367,0.2718431,156.73628,2.0692613,7,0
"9008500939",10.7749915286364,-9.83739724531441,0.049126923,10.536277,0.50853276,116.828636,4.520539,7,0
"9008501527",9.6166760316171,-9.62663255203754,0.055264704,10.188194,0.33342662,157.48169,5.326763,2,0
"9091700076",355.2700195,-29.3219681,0.049955368,10.210029,0.44595563,15.594829,2.9736054,7,0
"9091700077",355.3976135,-29.3772888,0.052526224,10.338161,0.59540707,99.714294,6.721916,7,0
"9091700104",355.3017578,-29.0949554,0.051660288,9.7045,0.26872164,56.01252,3.749189,3,0
"9091700139",355.1738281,-29.2762527,0.052037872,9.813035,0.5666622,255.42949,0.7825759,3,0
"9091700152",355.5560303,-29.3960094,0.05222918,10.189335,0.06332209,7.49212,4.139082,8,0
"9044200324",5.8937278,-33.0630302,0.0505542,10.569026,0.07421157,156.0309,5.66178,2,0
"9403800073",356.8339539,-28.0629425,0.027953746,10.091829,0.27462032,138.39421,4.239533,7,0
"9403800433",357.0592346,-28.5240822,0.032277126,9.109493,0.49417484,27.196651,3.5540168,3,0
"9403800639",356.4180908,-27.8633747,0.028988473,9.4990225,0.7451993,72.54769,7.635,3,0
"9403801062",356.0929565,-28.1954365,0.027462024,9.767844,0.10325796,146.1301,7.931586,2,0
"9403801609",355.9071655,-27.7834816,0.031148396,9.776846,0.76978314,68.5413,6.0886,2,0
"9403802684",358.0254211,-29.1144142,0.02894943,9.989643,0.6025077,136.68718,7.187348,2,0
"9011900035",14.1216643700894,-1.22549273067669,0.044108227,10.153954,0.020701475,287.41525,2.6684382,7,3
"9011900212",14.1637248842726,-1.07703003310077,0.040238895,9.630335,0.49276724,107.348236,2.0618095,7,8
"9011900263",13.8246168050592,-1.28625893106004,0.04532706,10.231358,0.3117703,196.3748,1.7963008,7,0
"9011900293",13.9674673946761,-1.50181981720748,0.044031806,10.452243,0.5975173,129.19542,3.1312768,7,0
"9011900351",13.7635867274251,-1.26601071209527,0.04560752,10.208089,0.2781194,208.62929,2.5026782,7,0
"9011900427",13.829922480564,-1.5170559146246,0.04860411,9.136302,0.41617212,249.88437,5.971609,3,0
"9011900463",13.9051344310261,-1.59178248265161,0.050776895,9.918005,0.53828233,134.4795,3.3683422,7,0
"9011900678",13.7533951338292,-1.64360575102155,0.046128035,9.589697,0.737876,239.37045,6.022578,8,0
"9011900696",13.6708450513875,-1.57472880818233,0.041653227,10.404633,0.19335896,315.5285,3.4681954,7,0
"9011900703",14.3447542020891,-0.822094729343264,0.045310546,9.745729,0.28333858,136.00731,1.8989308,7,0
"9011901285",14.321212069549,-0.508164996996623,0.043904364,9.677738,0.47391716,256.9944,1.787081,2,0
"9011901332",14.8276384103717,-0.987995996794595,0.045787062,10.555143,0.21513705,191.29216,8.109846,2,0
"9008500093",10.5022545865853,-9.20073321589394,0.05969162,10.112042,0.45194325,152.75255,2.8066816,7,0
"9008500134",10.3319430198895,-9.24537859896209,0.051158488,10.170749,0.22053069,159.3034,1.0425718,7,0
"9008500208",10.4781053375402,-9.1114956707242,0.05296664,10.476342,0.19573128,330.02414,2.113636,7,0
"9008500245",10.2578203550933,-9.20920861837042,0.05388241,10.855087,0.22397876,261.98203,6.7712054,7,0
"9008500316",10.3033190761138,-9.53436699030842,0.05724784,10.540434,0.38844538,104.2047,5.663051,8,0
"9008500828",9.89868792835694,-9.24179003877294,0.057474967,10.597423,0.30883268,234.57172,13.148944,7,0
"9008501024",10.9795709256519,-9.72876844847273,0.05591489,10.407127,0.21375425,275.36044,2.0737576,2,0
"9008501339",9.89202810484636,-8.73341647008941,0.054066367,10.13589,0.74699587,219.82135,1.9120861,2,0
"9011901870",13.2462261212404,-1.78686855554976,0.045504883,10.5450535,0.43153432,200.77943,5.0933495,2,0
"9011902430",13.0940841159414,-1.87563009662516,0.04451795,9.69674,0.48518872,88.16341,1.9215685,2,0
"9011902555",14.6636883252739,-0.222700599753545,0.046250787,10.144138,0.2319823,159.87437,4.4840612,2,0
"9016800080",18.6343701332342,0.532048815487266,0.04776261,10.358017,0.7210645,95.05267,3.182187,7,0
"9016800297",18.6248977987122,0.164831644463653,0.04349041,10.178681,,,,7,1
"9016800347",18.5477424769534,0.164070955942936,0.044816613,10.398033,0.34503242,98.68285,5.085417,7,1
"9016800729",18.1975059631256,0.331140336372889,0.04336907,9.625803,0.7696274,243.3939,1.9537709,2,0
"9016800778",19.2356418164664,0.138173751123425,0.04765706,10.392462,0.0448032,117.033356,3.8585024,2,0
"9239900120",329.50236906007,-7.8899514496165,0.05787838,10.43428,0.1467406,104.59754,3.2398136,8,0
"9239900152",329.347553598832,-7.97055959072109,0.05630308,11.048241,0.39201707,283.68472,5.3917603,7,0
"9239900268",329.369347148653,-7.53208607835131,0.05762612,10.644997,0.18224226,153.6522,3.9501305,7,0
"9239900395",329.190752414502,-7.51962156314747,0.05638018,10.033504,0.1837561,250.06114,1.435824,7,0
"9239900457",329.547280280346,-7.44835358536258,0.058119517,10.679064,0.38260284,149.73326,3.028027,7,0
"9044200130",6.5202069,-32.9061432,0.05085806,10.30613,0.5558233,134.75836,2.955979,7,0
"9403800114",357.1124878,-28.1498871,0.030845061,10.118836,0.5789252,153.64742,4.7783837,7,0
"9403800404",357.213623,-28.4295883,0.034505956,9.860751,0.20257038,26.971573,3.0705347,7,0
"9403801368",357.9030151,-28.3649693,0.027466208,11.465432,0.06342096,53.364494,16.196554,2,0
"9388000124",336.8883667,-30.390049,0.054651156,10.730455,0.37275204,161.41359,3.3115478,7,0
"9008500064",10.4847735629504,-9.38239037931209,0.059343014,10.01447,1.52802E-4,120.39932,1.4964529,7,0
"9008500120",10.4772921293583,-9.43274555519235,0.057240143,10.254978,0.014532562,90.67452,0.24554676,8,0
"9008500122",10.5831860421119,-9.35523053114265,0.056426346,10.288573,0.2708687,117.87183,2.260992,7,0
"9008500169",10.3892318142731,-9.15650249316038,0.060641617,10.709361,0.19984001,76.20117,4.2828174,7,0
"9008500472",10.4393813797032,-9.67585596147815,0.05698987,9.818075,0.24879265,245.91013,3.5668418,3,0
"9008500722",9.9544684073296,-9.24805768926321,0.054784566,10.191547,0.7689771,170.18819,3.4902558,7,0
"9008500751",10.368261908168,-9.81129462540582,0.053777013,10.057393,0.60688835,253.53685,3.0607438,7,0
"9008500844",10.1433135203019,-8.83494867974925,0.056717712,10.399842,0.09964983,243.87138,2.0498743,7,0
"9008500890",10.5496473250504,-9.88190243546723,0.05432141,10.374965,0.5329462,123.7642,7.417496,8,0
"9011900051",13.9962126740417,-1.30043579962424,0.04872503,10.581162,0.25487778,252.66154,3.0859733,7,0
"9011900137",13.938870046724,-1.32459270790024,0.04588637,10.433659,0.43301708,156.15611,2.2919922,7,0
"9011900211",14.0250373279512,-1.05711973289502,0.043176945,10.16206,0.68203765,117.525604,3.6567178,7,0
"9011900274",13.8271345548998,-1.31807082114962,0.047666557,10.234484,0.53052205,208.82378,1.4342785,7,0
"9011900367",13.8067433638639,-1.07604482375159,0.047624134,10.775964,0.6635338,191.12181,8.903163,7,0
"9011900450",14.1307655101047,-1.6163242735842,0.0448431,10.34807,0.5793542,204.17952,6.041674,7,0
"9011900554",14.2626983164118,-0.873570283032657,0.04642277,10.420086,0.27969638,50.43177,1.7138611,7,8
"9011900785",13.8603217604768,-1.77416308474958,0.048498705,9.969177,0.21840592,157.64488,6.677485,7,0
"9011900876",14.5678098916146,-0.923859399846742,0.044829894,9.402681,0.52960503,247.0819,3.0561473,3,0
"9011901163",13.3337975419578,-1.29794875614717,0.04383337,10.9172125,0.24935511,245.54504,5.2551785,2,0
"9011901265",14.6028308896965,-1.82748760146665,0.042121995,10.595957,0.33969778,233.27791,4.292132,2,0
"9011901480",14.5857722075539,-1.9367732350627,0.043679558,11.083057,0.19393796,82.23169,11.052147,2,0
"9011901546",13.2616842516771,-1.59485256118799,0.043755475,9.532658,0.35924128,232.20174,5.229947,2,0
"9011901600",13.6076622067945,-2.01577650954602,0.041445337,9.913406,0.25536788,168.89276,4.4295278,2,0
"9011901847",14.7938122637081,-1.8994200229157,0.05188986,10.45343,0.6790493,128.44643,7.59241,2,0
"9011902643",15.2775238868406,-1.39215598406861,0.04433404,9.514406,0.16009642,209.46153,3.710209,2,0
"9011902800",15.2906871801659,-0.974228446710633,0.05124805,10.366229,0.36039683,163.941,2.9281802,2,0
"9011902846",15.2124990395066,-0.716865261548039,0.044263616,10.2873955,0.022012686,225.00908,6.2576995,2,0
"9011902857",14.8122776059271,-0.228828802123115,0.045687415,9.526831,0.5451411,162.60303,3.0373862,2,0
"9016800010",18.7337948195774,0.391523569389437,0.044367924,10.210162,0.04056514,269.44247,2.0429513,7,0
"9016800130",18.8536215366876,0.281799059347046,0.046853844,10.558069,0.32014155,180.6088,3.8950016,7,0
"9016800173",18.851523368649,0.252380495576336,0.048407603,10.191044,0.66099864,163.92354,3.2083094,7,0
"9016800558",18.727585371358,-0.0372111015247691,0.044922743,10.146757,0.6923614,127.63741,2.7234294,7,0
"9016800571",19.200274007887,0.540913783783865,0.04477904,10.361839,0.16379718,291.7543,3.3504243,2,0
"9016800717",19.0848452603309,0.0043921599058312,0.043921467,9.5756035,0.34728453,197.53683,2.2609594,8,0
"9239900060",329.488021161858,-7.76195720791775,0.05951433,10.285889,0.3577866,240.47276,5.9714255,8,0
"9239900125",329.541859154732,-7.80036394851175,0.056750707,10.745462,0.5954101,121.285835,2.8846934,7,0
"9239900386",329.079215871694,-7.92100848692082,0.056371953,10.64753,0.42251718,270.46066,2.3598976,7,0
"9239900567",329.687551215023,-7.44931211502089,0.05720968,10.037008,0.42543086,190.45013,2.889075,2,0
"9011900008",14.0556512198554,-1.27001669208809,0.045318015,10.474614,0.099254526,232.4183,2.1965058,7,8
"9011900060",13.9792576343111,-1.24684871441938,0.04522017,10.437518,0.42807627,113.005035,2.286708,7,8
"9011900087",13.9649272819421,-1.23447400511692,0.03855744,10.186275,0.08479353,197.50386,5.2203918,7,0
"9011900128",14.1150922955264,-1.38755322108974,0.042473137,9.547616,0.40949392,208.42592,3.1219697,8,0
"9011900321",14.1267906703042,-1.5340209119296,0.048185337,10.496003,0.3485343,133.01936,4.885924,7,0
"9011900492",14.2704896782829,-0.919155985196978,0.04461844,10.548814,0.3171135,212.75261,2.0858104,7,0
"9011900538",14.2582328142653,-0.879719378143715,0.046388593,10.621757,0.4537249,26.758894,8.971725,7,0
"9011900757",13.5506547627394,-1.42838484103322,0.04375378,10.866962,0.16635159,184.14253,5.491578,7,0
"9011900891",13.6139039917203,-1.65879336421331,0.044938758,9.597127,0.5457636,118.544044,1.7496098,7,0
"9011901171",13.5640082173659,-1.79679204584698,0.045797005,10.438453,0.74624133,112.851036,5.6152735,2,0
"9011901712",14.4631472035204,-0.417697977916924,0.0431234,9.74245,0.5599703,171.22165,2.4210145,2,0
"9008501998",9.57531331139057,-8.66866210615052,0.05447828,10.039476,0.25395343,224.9888,2.5746734,2,0
"9091700001",355.3979797,-29.2363434,0.050563693,11.412769,0.16794065,32.627983,12.360648,7,0
"9091700725",354.8950195,-29.7079678,0.049913514,10.400592,0.5550013,130.75467,2.2846029,2,0
"9403800123",357.0856323,-28.2318954,0.026820788,11.052546,0.2126622,58.443153,6.723193,7,0
"9403800156",356.9838562,-27.9537792,0.035764426,10.283815,0.63559633,51.7678,5.9468775,7,0
"9403800347",356.5965576,-28.0027332,0.02875437,10.52565,0.26322374,56.52261,3.2786453,7,8
"9403800746",357.2967529,-27.65168,0.028846728,9.585876,0.32088035,14.174068,2.80099,7,0
"9403801764",355.9881897,-27.5316048,0.02889056,10.36526,0.12380424,47.650486,2.652402,2,0
"9388000012",336.9583435,-30.5434036,0.05790023,10.809645,0.20595635,76.98423,1.2023939,7,0
"9388000416",336.4805298,-30.3606853,0.059886757,10.206653,0.04964532,125.562485,5.0766735,2,0
"9388000949",336.4735413,-31.1833477,0.058570467,10.769343,1.0089077E-4,92.19079,6.372516,2,0
"9008500001",10.4602114396463,-9.30318352091331,0.05538463,11.73324,0.24938725,145.80807,21.041311,7,0
"9008500099",10.5559438085483,-9.37134946951966,0.056072123,10.246384,0.4398468,95.132286,6.257895,7,0
"9008500128",10.418123526165,-9.17167541934617,0.05464135,10.306923,0.16853346,207.36682,4.0928435,7,0
"9008500138",10.4224456631099,-9.43929794159098,0.054311275,10.378108,0.097489685,158.45723,1.0772312,7,0
"9008500193",10.5489884794695,-9.45911102436925,0.05703896,10.055423,0.38315693,255.28722,1.1990981,7,0
"9008500204",10.5317530288132,-9.47654021827822,0.056865193,10.153932,0.7015628,258.25748,2.2343895,7,0
"9008500282",10.4051875165633,-9.54819325327309,0.05929226,10.3110075,0.45910302,151.16756,1.3537375,7,0
"9008500432",10.499467683405,-9.65257168536201,0.05242115,13.141377,0.548201,162.96204,4.351669,7,1
"9008500651",10.6406442550301,-8.88149134313062,0.05925373,10.609579,0.75353414,223.25008,6.644707,7,0
"9008501061",9.7759401368758,-9.21668293784493,0.06496494,10.227155,0.61894435,112.49628,4.3543816,2,0
"9008501077",11.0094619302391,-9.72628978199288,0.056317993,10.110109,0.19150998,156.79634,3.5430038,2,0
"9008501230",11.1723891349678,-9.59881482814218,0.056931254,10.487217,0.30269,78.299805,2.7067828,2,0
"9011902594",15.2409978146491,-1.00203174923059,0.051063932,9.714011,0.8468248,102.13075,5.003637,2,0
"9016800341",18.6301906853845,0.129071195775846,0.04339811,9.096619,0.017371505,104.554,0.9156127,3,0
"9239900017",329.356789162601,-7.82406445004633,0.058941625,10.035274,0.44348246,285.99402,1.4771527,7,0
"9239900114",329.321152268344,-7.92026221768919,0.055417925,10.037045,0.55357337,224.66158,1.0490756,7,0
"9008502105",10.8666512413193,-8.25967489297282,0.055950604,10.456018,0.7337446,164.9208,6.7388554,2,0
"9091700005",355.4226379,-29.2494125,0.051294893,10.116735,0.24417172,175.15779,2.0231457,7,0
"9091700014",355.45224,-29.2470131,0.051405534,10.203943,0.59267396,79.77,2.2701423,7,0
"9091700025",355.3166504,-29.2239952,0.051332396,10.783948,0.1314276,152.87979,4.572705,7,0
"9044200047",6.3831511,-33.136322,0.05138109,10.752869,0.08516488,75.18011,12.2610655,8,0
"9044200070",6.2410107,-33.0626678,0.04871484,10.288295,0.23852375,37.228912,7.8661013,7,0
"9044200072",6.3807893,-32.9274635,0.05259853,9.500124,0.32174152,67.47587,2.0428247,3,0
"9044200194",6.5844331,-32.8471069,0.053267624,10.036062,0.33164802,59.92185,14.169654,7,0
"9044200195",6.5854506,-32.846817,0.054944012,10.299936,,,,7,0
"9044200215",6.0613227,-32.9227104,0.048042085,10.146429,0.65316886,6.666622,1.7086443,7,0
"9044200269",5.9601021,-33.0474854,0.051459096,10.127597,0.65129405,100.652824,4.0690045,7,0
"9044200428",6.9067631,-32.8401031,0.052638378,11.262673,0.10207917,29.58677,5.511509,2,0
"9044200850",5.5623474,-33.2385521,0.048262242,10.559981,0.5880467,128.8985,5.917805,2,0
"9403800010",356.9407654,-28.1077461,0.027175866,9.849858,0.38980094,135.95433,2.132483,7,0
"9403800028",356.9250488,-28.0808678,0.028742153,10.583881,0.012515831,16.067417,2.2165322,7,0
"9403800044",356.8731689,-28.1999702,0.027028626,9.663007,0.68606836,136.72766,2.504676,7,0
"9403800111",356.9556274,-28.2911625,0.029792614,9.628886,0.2647823,21.541954,3.6033452,7,0
"9403800586",357.4633484,-27.9511089,0.029911151,11.014972,0.69515455,115.05101,13.538663,7,0
"9403800798",356.2657776,-27.9865665,0.029739069,9.595891,0.058747575,104.68826,2.8879714,7,0
"9011900014",14.0496583268366,-1.27778174199599,0.04795502,9.794188,0.58223933,118.36045,6.5908327,7,0
"9011900138",14.2145679155223,-1.27249826983344,0.04111345,10.941558,0.75137234,90.431015,5.6438327,7,0
"9011900177",14.248505888345,-1.26509343333584,0.047310304,9.55026,0.80481464,103.8361,3.448427,7,0
"9011900202",14.2197149334061,-1.13124609102938,0.047979586,10.034747,0.29005536,105.28599,4.8688407,7,0
"9011900223",13.9795295701772,-1.06411699337477,0.044598095,10.513957,0.17979708,154.09282,13.792708,7,1
"9011900241",14.2671747700862,-1.15194138241605,0.04875785,9.717278,5.5835437E-4,93.84365,2.9583259,7,0
"9011900285",14.1068620358508,-1.51137213695958,0.046327062,9.863637,0.5394597,126.860146,2.1280947,7,0
"9011900476",13.9406279703047,-1.61636322761609,0.048122987,9.664803,0.09855646,103.59868,3.0000925,7,0
"9011900552",13.860505717307,-1.63070604310347,0.045391586,9.45542,0.50897443,263.86853,3.8067317,3,0
"9011900557",14.0139412606829,-0.828080512651493,0.04444487,10.713531,0.5952278,137.61166,4.0628057,7,0
"9011900590",13.9632431012274,-0.813831491597789,0.04112535,10.081767,0.3221046,278.43494,3.0627365,7,0
"9011900708",13.6615935943943,-1.57412235722697,0.042293258,10.568552,0.32106945,158.10716,4.2979217,7,0
"9011900714",13.796803103767,-0.81017231354481,0.045569874,10.375808,0.4408487,105.007515,5.69455,8,0
"9011901320",14.0226620486608,-0.455059887533246,0.043117434,10.412008,0.5188285,145.57922,4.090922,2,0
"9239900970",329.929424527947,-7.39347075585772,0.064452305,10.146932,5.435155E-4,203.6429,4.009982,2,0
"9388000032",337.0239563,-30.6236057,0.053018294,10.111272,0.114893325,172.06761,4.766415,8,0
"9388000324",337.4100647,-30.7473392,0.05682405,10.128887,0.42451316,22.658953,4.5148573,2,0
"9008500100",10.3663532531904,-9.22976079749181,0.046825085,10.229788,0.7091771,101.00491,3.3399608,8,8
"9008500264",10.6412648905991,-9.14620487457421,0.055642627,10.2289505,0.49739304,220.20932,4.2986226,8,0
"9008500302",10.5663091667784,-9.54779579412309,0.05911065,10.749374,0.4435707,265.94986,4.030137,7,0
"9008500717",10.9115126743657,-9.52243221346047,0.049940053,9.664439,0.35088807,95.00629,4.695936,3,0
"9011902085",13.9533442422667,-2.29826517427502,0.044552185,9.85283,0.535038,161.62953,2.9873445,2,0
"9016800174",18.8181346528321,0.235379000676197,0.043399014,10.021004,0.6818114,230.65361,3.7476728,7,1
"9016800557",19.1658663552127,0.623781936821212,0.04712921,9.800261,0.26890886,175.08446,2.4421558,2,0
"9016801109",19.092802585068,-0.209209202527048,0.041861493,10.151997,0.57866865,133.25735,4.8705425,2,3
"9239900003",329.377749933114,-7.79091415947504,0.058407918,10.698699,0.40186715,128.94824,5.198673,7,0
"9239900138",329.552857233963,-7.82960304766708,0.057403702,10.090189,0.2221083,190.14317,0.6493627,7,0
"9239900300",329.14828866805,-7.9380675641116,0.05863254,10.780939,0.51373905,227.54324,4.139066,7,0
"9239900579",329.854908811141,-7.83911709363365,0.051839624,10.2607155,0.008260445,282.97885,1.8026882,2,0
"9011900006",14.0756150589043,-1.24184017010364,0.04361263,10.841409,0.052937705,169.88126,2.6059005,7,0
"9011900049",14.1486419384503,-1.26553151730749,0.044254817,10.159362,0.41088912,105.575775,4.686948,7,0
"9011900120",14.0467152769506,-1.12713445905791,0.047072172,10.016715,0.84596443,187.84622,3.5763886,7,0
"9011900166",14.2371066712426,-1.21185063162824,0.050021525,10.623631,0.15445335,235.6344,9.506497,8,0
"9011900186",13.8846006557668,-1.21108105897017,0.04589949,10.142353,0.46822014,111.37179,4.012146,7,0
"9011900329",14.214968976315,-1.00719748500307,0.047908388,9.993079,0.3218987,214.2528,2.6491845,7,0
"9011900353",14.3594730909202,-1.3434692787534,0.043450058,10.357874,0.40413806,224.60356,2.8169498,7,0
"9011900453",13.9852231403229,-1.61307748463726,0.04185859,9.8765335,0.50718296,254.42874,2.9196165,7,0
"9011900592",14.382772461442,-0.927821029677849,0.04501975,10.360465,0.5845978,129.88602,2.4418027,7,0
"9011900684",13.8111605438312,-0.82219730487695,0.045989748,9.915297,0.58306897,207.59743,5.0975695,7,0
"9011900933",14.115980085582,-0.62804285651283,0.04300419,10.029085,0.51964134,117.963196,3.091962,7,0
"9011901191",14.33234655695,-0.559673632940144,0.045022827,9.617905,0.3221957,239.64229,3.90762,2,0
"9011901290",14.35734359491,-0.51997677238767,0.042129084,10.862872,0.44185773,209.96094,4.2751827,2,0
"9011901357",13.5612675700358,-1.8971126871844,0.0462086,9.867233,0.061364386,113.75923,3.5069585,2,0
"9008502035",9.56095807535105,-8.66358545869009,0.055492602,10.316526,0.17862774,147.64577,6.1082044,2,0
"9091700002",355.3943481,-29.2308426,0.049731065,10.020076,0.21435072,28.817324,0.40387073,7,0
"9091700143",355.5830994,-29.1169186,0.04945938,10.140102,0.29463366,61.634205,1.9173241,7,0
"9091700733",355.1382141,-29.8398895,0.05111099,10.904732,0.047507197,78.11226,5.220716,2,0
"9044200990",5.4861736,-33.2824745,0.04618904,10.141087,0.29297858,62.5383,1.775119,2,0
"9403800381",357.1778259,-28.4359951,0.0338083,9.836596,0.46564397,129.37689,4.267453,7,0
"9403800559",356.3938904,-28.1798115,0.028087573,9.754714,0.44540212,42.146366,2.6753278,7,0
"9403800579",357.5007935,-28.1904697,0.0321728,9.395185,0.12667559,-7.186613,7.681295,3,0
"9403800763",356.7209778,-27.5797882,0.031451486,10.358807,0.39705133,130.88208,3.0971982,7,0
"9011902049",13.0909006235461,-1.59456059830433,0.045849904,9.668239,0.376327,288.4552,3.6854637,2,0
"9016800069",18.7850368058919,0.303626114242158,0.046561215,10.375878,0.5602822,128.6307,3.923748,7,0
"9016800110",18.7866262091999,0.265812951461036,0.042879373,10.447974,0.38904858,89.903854,3.987917,8,0
"9016800216",18.6244003524325,0.215201723726597,0.046306185,10.448316,0.7088422,143.45209,4.9850254,7,0
"9016800346",18.5537430396078,0.163217502870657,0.04517208,9.561749,0.5507464,197.65303,1.7506878,7,0
"9016800424",18.9066418126885,0.0928020968588718,0.043674268,9.516495,0.49630877,129.08731,3.500088,8,0
"9016800860",19.3422451832842,0.300007845810987,0.040586825,10.137185,0.09507459,110.83123,1.7747347,2,0
"9239900212",329.618872820614,-7.83071415211974,0.060004614,10.8189535,0.21659437,241.49898,6.0523458,7,1
"9239900998",329.120215482029,-7.16924370746057,0.059250608,10.349952,0.83077514,154.0069,7.475585,2,0
"9388000269",336.7507324,-30.890913,0.056839556,10.547944,0.21776253,102.99867,3.356025,7,0
"9388000332",337.4515381,-30.5187759,0.058510233,10.18321,0.82900816,106.12821,3.938661,2,0
"9008500062",10.3830303738387,-9.33398371608278,0.046061862,10.627398,0.5581574,93.16112,4.315786,8,0
"9008500110",10.5781644749178,-9.25791152429374,0.055697262,10.750234,0.33443272,125.96088,4.8129697,7,0
"9008500172",10.4468058635909,-9.13706423909676,0.055526298,10.395231,0.5544786,176.1593,2.0880828,7,0
"9008500185",10.2932029074486,-9.25035169543611,0.061145633,9.546434,0.3624603,96.84061,2.445048,3,0
"9008500246",10.5460653649291,-9.50839360199117,0.054660134,10.324481,0.2531539,146.36748,2.306692,7,0
"9008500454",10.7015352056357,-9.57794004004981,0.059750758,9.831386,0.43889788,142.78276,6.5279264,3,0
"9008500461",10.5769089239366,-9.65337253682754,0.051412165,9.583411,0.45334548,168.92409,2.6443763,3,0
"9008500857",10.7571384464482,-9.79285376427897,0.05027619,9.910721,0.39375484,255.76495,5.3263054,3,0
"9008500862",10.5301209585645,-9.87277463332775,0.05693613,10.673769,0.53222895,101.94632,2.4594877,7,0
"9008502026",10.8635453402974,-8.28757459603514,0.05296664,10.606566,0.60314935,158.1947,4.527654,2,0
"9044200057",6.2625155,-33.0601234,0.053439833,10.276079,0.4624139,93.20778,3.0398972,7,0
"9044200316",6.0529227,-33.3389664,0.051752817,10.759214,0.70262796,142.20888,4.5280724,7,0
"9044201025",5.4837985,-33.3199768,0.0476652,10.409232,0.4723626,44.665737,6.9575863,2,0
"9403800083",356.9142151,-28.0125885,0.026407659,10.185919,0.6619087,161.66429,3.5676575,7,0
"9403800152",357.1241455,-28.2315559,0.029208854,9.646019,0.31029496,33.769802,3.7666495,7,1
"9403800352",356.5628662,-28.0989342,0.027892714,11.003578,0.63968766,120.0227,11.308819,7,0
"9403800814",357.1757812,-28.7246742,0.034709796,10.666731,0.6838374,163.00977,6.1296887,7,0
"9403801433",356.395874,-28.9150352,0.034688897,9.54855,0.066458136,125.61791,6.308608,2,0
"9011901793",13.1308616413777,-1.07671384113052,0.05390801,9.62361,0.7682135,225.39268,2.163872,2,0
"9016800113",18.5785973408888,0.37044198726524,0.04288588,9.942033,0.05237352,116.88474,3.152962,7,0
"9016800197",18.8157541405619,0.213455953222443,0.0451042,11.020671,0.06404547,168.7942,7.850471,7,0
"9016800213",18.9739459551743,0.377041542470093,0.048325427,9.458393,0.60131633,249.57954,5.1011124,3,0
"9016800343",18.443021099189,0.305732318745158,0.044321157,10.844286,0.5478255,85.9974,10.515325,8,0
