CUBEIDPUB,CUBEID,CATID,PA_GASKIN,PA_GASKIN_ERR
"319402_A","319402_blue_red_8_Y14SAR2_P005_15T065_2017_02_27-2017_03_05","319402",201.5,7.4999976
"319452_A","319452_blue_red_7_Y17SAR2_P004_15T120_2018_03_12-2018_03_22","319452",354.5,0.16666667
"319453_A","319453_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19","319453",123.5,0.16666667
"319453_B","319453_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16","319453",124.0,0.16666667
"319499_A","319499_blue_red_11_Y17SAR3_P009_15T132_2018_04_09-2018_04_19","319499",245.5,0.16666667
"319499_B","319499_blue_red_9_Y17SAR3_P009_15T132_2018_05_07-2018_05_16","319499",246.5,0.16666667
"320068_A","320068_blue_red_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04","320068",120.5,0.16666667
"320068_B","320068_blue_red_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04","320068",123.0,0.16666667
"320124_A","320124_blue_red_11_Y14SAR3_P004_15T079_2014_04_24-2014_05_04","320124",357.5,0.16666667
"320124_B","320124_blue_red_7_Y14SAR3_P004_15T079_2014_04_24-2014_05_04","320124",129.5,0.16666667
"320254_A","320254_blue_red_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12","320254",237.5,0.5833333
"320281_A","320281_blue_red_7_Y14SAR4_P009_15T095_2016_04_04-2016_04_12","320281",96.5,0.16666667
"321022_A","321022_blue_red_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13","321022",63.5,0.33333334
"321035_A","321035_blue_red_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13","321035",231.0,0.16666667
"321059_A","321059_blue_red_7_Y15SAR4_P004_15T113_2016_03_03-2016_03_13","321059",60.5,0.5
"321146_A","321146_blue_red_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13","321146",342.0,0.16666667
"321207_A","321207_blue_red_10_Y14SAR3_P009_15T084_2016_03_03-2016_03_13","321207",226.0,0.5833333
"322910_A","322910_blue_red_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","322910",101.5,0.75
"323133_A","323133_blue_red_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05","323133",106.5,0.41666666
"323194_A","323194_blue_red_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05","323194",259.5,0.16666667
"323224_A","323224_blue_red_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05","323224",273.0,0.25
"323242_A","323242_blue_red_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05","323242",32.0,0.41666666
"323329_A","323329_blue_red_7_Y18SAR1_P002_09T150_2018_03_12-2018_03_22","323329",334.5,0.16666667
"323504_A","323504_blue_red_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17","323504",80.0,0.16666667
"323505_A","323505_blue_red_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17","323505",98.0,0.16666667
"323507_A","323507_blue_red_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25","323507",208.0,0.16666667
"323541_A","323541_blue_red_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19","323541",191.0,0.16666667
"323558_A","323558_blue_red_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19","323558",182.0,0.25
"323566_A","323566_blue_red_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19","323566",215.0,1.25
"323575_A","323575_blue_red_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25","323575",198.5,0.16666667
"323577_A","323577_blue_red_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17","323577",179.0,1.6666641
"323593_A","323593_blue_red_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19","323593",188.0,0.16666667
"323854_A","323854_blue_red_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26","323854",55.0,0.25
"323855_A","323855_blue_red_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26","323855",82.0,0.16666667
"323874_A","323874_blue_red_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26","323874",128.0,0.41666666
"323888_A","323888_blue_red_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26","323888",67.5,0.41666666
"324157_A","324157_blue_red_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13","324157",95.0,0.16666667
"324179_A","324179_blue_red_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13","324179",39.0,0.16666667
"324323_A","324323_blue_red_11_Y13SAR1_P004_09T018_2013_03_05-2013_03_17","324323",282.5,0.16666667
"324351_A","324351_blue_red_11_Y13SAR1_P004_09T018_2013_03_05-2013_03_17","324351",115.0,0.8333333
"324753_A","324753_blue_red_7_Y15SAR2_P001_09T106_2016_02_08-2016_02_14","324753",286.0,0.41666666
"324799_A","324799_blue_red_7_Y15SAR2_P001_09T106_2016_02_08-2016_02_14","324799",110.5,0.16666667
"324865_A","324865_blue_red_7_Y15SAR2_P001_09T106_2016_02_08-2016_02_14","324865",21.5,0.25
"324963_A","324963_blue_red_7_Y15SAR2_P002_09T110_2016_02_08-2016_02_14","324963",80.0,0.16666667
"325001_A","325001_blue_red_7_Y15SAR2_P002_09T110_2016_02_08-2016_02_14","325001",73.0,0.33333334
"325007_A","325007_blue_red_7_Y15SAR2_P002_09T110_2016_02_08-2016_02_14","325007",219.5,0.16666667
"325321_A","325321_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","325321",195.0,0.25
"325376_A","325376_blue_red_7_Y14SBR2_P001_09T088_2015_01_19-2015_01_26","325376",347.0,0.16666667
"325378_A","325378_blue_red_7_Y14SBR2_P001_09T088_2015_01_19-2015_01_26","325378",302.0,0.75
"325390_A","325390_blue_red_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17","325390",202.0,0.25
"325441_A","325441_blue_red_7_Y14SBR2_P001_09T088_2015_01_19-2015_01_26","325441",314.5,0.16666667
"325467_A","325467_blue_red_7_Y14SBR2_P001_09T088_2015_01_19-2015_01_26","325467",305.0,0.16666667
"325533_A","325533_blue_red_7_Y14SBR2_P001_09T088_2015_01_19-2015_01_26","325533",79.0,0.16666667
"325536_A","325536_blue_red_7_Y14SBR2_P001_09T088_2015_01_19-2015_01_26","325536",74.0,0.16666667
"345646_A","345646_blue_red_8_Y13SAR1_P006_09T014_2013_03_05-2013_03_17","345646",31.0,1.75
"345682_A","345682_blue_red_8_Y13SAR1_P006_09T014_2013_03_05-2013_03_17","345682",115.5,0.25
"345754_A","345754_blue_red_7_Y14SAR1_P002_09T062_2015_02_16-2015_02_25","345754",284.5,0.16666667
"345758_A","345758_blue_red_7_Y18SAR1_P002_09T150_2018_03_12-2018_03_22","345758",162.0,0.16666667
"345767_A","345767_blue_red_7_Y14SAR1_P006_09T066_2015_02_16-2015_02_25","345767",83.5,0.16666667
"345820_A","345820_blue_red_7_Y13SAR1_P005_09T009_2013_03_05-2013_03_17","345820",170.0,2.0833316
"345845_A","345845_blue_red_7_Y18SAR1_P002_09T150_2018_03_12-2018_03_22","345845",350.0,6.25
"345848_A","345848_blue_red_7_Y14SAR1_P002_09T062_2015_02_16-2015_02_25","345848",151.5,0.16666667
"346046_A","346046_blue_red_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17","346046",79.0,0.16666667
"346257_A","346257_blue_red_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26","346257",179.0,0.49999723
"346440_A","346440_blue_red_7_Y15SAR2_P003_09T113_2016_02_08-2016_02_14","346440",46.0,0.5833333
"346475_A","346475_blue_red_7_Y15SAR2_P003_09T113_2016_02_08-2016_02_14","346475",116.5,0.16666667
"346504_A","346504_blue_red_7_Y15SAR2_P003_09T113_2016_02_08-2016_02_14","346504",105.0,0.16666667
"346623_A","346623_blue_red_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13","346623",223.0,0.16666667
"346680_A","346680_blue_red_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13","346680",8.5,0.16666667
"346718_B","346718_blue_red_7_Y18SAR2_P001_09T151_2018_03_12-2018_03_22","346718",244.0,0.16666667
"346718_A","346718_blue_red_11_Y13SAR1_P004_09T018_2013_03_05-2013_03_17","346718",253.0,0.16666667
"346752_A","346752_blue_red_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13","346752",104.5,0.16666667
"346793_A","346793_blue_red_11_Y13SAR1_P004_09T018_2013_03_05-2013_03_17","346793",246.0,0.16666667
"346837_A","346837_blue_red_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13","346837",250.5,0.16666667
"346839_A","346839_blue_red_11_Y13SAR1_P004_09T018_2013_03_05-2013_03_17","346839",170.5,23.33333
"346842_A","346842_blue_red_7_Y18SAR2_P001_09T151_2018_03_12-2018_03_22","346842",51.0,0.25
"346861_A","346861_blue_red_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13","346861",11.0,0.16666667
"346887_A","346887_blue_red_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13","346887",188.0,0.16666667
"346890_A","346890_blue_red_11_Y13SAR1_P004_09T018_2013_03_05-2013_03_17","346890",180.5,0.16666667
"346892_A","346892_blue_red_11_Y13SAR1_P004_09T018_2013_03_05-2013_03_17","346892",34.5,0.16666667
"346894_A","346894_blue_red_11_Y13SAR1_P004_09T018_2013_03_05-2013_03_17","346894",220.0,0.16666667
"347263_A","347263_blue_red_7_Y15SAR2_P001_09T106_2016_02_08-2016_02_14","347263",353.0,0.16666667
"347432_B","347432_blue_red_7_Y17SAR2_P002_09T130_2018_02_12-2018_02_19","347432",142.0,1.3333334
"347432_A","347432_blue_red_7_Y14SBR2_P001_09T087_2015_01_19-2015_01_26","347432",168.0,0.41666666
"347470_A","347470_blue_red_7_Y14SBR2_P001_09T087_2015_01_19-2015_01_26","347470",207.0,0.16666667
"347471_A","347471_blue_red_7_Y17SAR2_P002_09T130_2018_02_12-2018_02_19","347471",56.0,0.33333334
"347522_A","347522_blue_red_7_Y14SBR2_P001_09T087_2015_01_19-2015_01_26","347522",306.5,1.1666666
"347570_A","347570_blue_red_7_Y14SBR2_P001_09T087_2015_01_19-2015_01_26","347570",338.5,0.16666667
"347571_A","347571_blue_red_7_Y15SAR2_P002_09T110_2016_02_08-2016_02_14","347571",113.0,0.16666667
"347769_A","347769_blue_red_7_Y17SAR1_P001_09T125_2017_03_24-2017_04_02","347769",203.5,0.75
"348048_A","348048_blue_red_7_Y18SAR1_P001_09T139_2018_03_12-2018_03_22","348048",217.5,0.25
"348115_A","348115_blue_red_8_Y13SAR1_P010_09T010_2013_03_05-2013_03_17","348115",90.5,1.0833334
"348116_A","348116_blue_red_8_Y13SAR1_P010_09T010_2013_03_05-2013_03_17","348116",337.5,0.33333334
"348118_A","348118_blue_red_7_Y14SBR2_P001_09T088_2015_01_19-2015_01_26","348118",28.0,0.16666667
"365316_A","365316_blue_red_7_Y17SAR1_P001_09T125_2017_03_24-2017_04_02","365316",165.0,0.25
"365334_A","365334_blue_red_7_Y17SAR1_P001_09T125_2017_03_24-2017_04_02","365334",290.0,0.5
"370997_A","370997_blue_red_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02","370997",341.5,0.16666667
"371037_A","371037_blue_red_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02","371037",208.5,16.33333
"371145_A","371145_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","371145",301.5,0.16666667
"371170_A","371170_blue_red_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05","371170",53.5,0.25
"371171_A","371171_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","371171",13.0,0.33333334
"371172_A","371172_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","371172",154.5,0.16666667
"371227_A","371227_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","371227",335.0,0.16666667
"371633_A","371633_blue_red_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25","371633",272.0,0.5
"371714_A","371714_blue_red_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25","371714",280.5,0.41666666
"371750_A","371750_blue_red_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25","371750",273.0,0.25
"371789_A","371789_blue_red_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25","371789",182.5,0.41666666
"371882_A","371882_blue_red_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26","371882",299.0,0.16666667
"371889_A","371889_blue_red_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06","371889",255.0,0.8333333
"371943_A","371943_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","371943",229.5,0.16666667
"371959_A","371959_blue_red_10_Y14SAR1_P003_09T063_2015_02_16-2015_02_25","371959",321.5,1.5833334
"371976_A","371976_blue_red_7_Y14SAR2_P001_09T068_2014_04_02-2014_04_06","371976",120.5,0.33333334
"372074_A","372074_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","372074",164.5,0.16666667
"372105_A","372105_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","372105",162.5,0.16666667
"372123_A","372123_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","372123",186.0,0.41666666
"372129_A","372129_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","372129",281.5,0.41666666
"372133_A","372133_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","372133",279.0,0.33333334
"372320_A","372320_blue_red_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13","372320",185.0,0.16666667
"372374_A","372374_blue_red_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13","372374",246.5,0.16666667
"372384_A","372384_blue_red_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19","372384",287.5,0.16666667
"372408_A","372408_blue_red_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13","372408",224.0,1.9166666
"372446_A","372446_blue_red_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13","372446",196.0,13.833332
"372452_A","372452_blue_red_7_Y16SAR2_P001_09T115_2016_03_03-2016_03_13","372452",241.5,0.41666666
"372541_A","372541_blue_red_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19","372541",131.5,0.16666667
"372568_A","372568_blue_red_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19","372568",331.5,0.16666667
"372599_A","372599_blue_red_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19","372599",275.5,0.16666667
"373105_A","373105_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","373105",340.5,0.16666667
"373163_A","373163_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","373163",166.0,0.75
"373168_A","373168_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","373168",214.0,0.16666667
"373173_A","373173_blue_red_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17","373173",66.0,0.25
"373202_A","373202_blue_red_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17","373202",107.5,0.16666667
"373237_A","373237_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","373237",294.0,0.16666667
"373248_A","373248_blue_red_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17","373248",249.5,0.16666667
"373248_B","373248_blue_red_7_Y13SAR1_P009_09T015_2013_03_05-2013_03_17","373248",340.5,0.5
"373284_A","373284_blue_red_7_Y13SAR1_P009_09T015_2013_03_05-2013_03_17","373284",213.5,0.33333334
"375376_A","375376_blue_red_7_Y17SAR2_P001_09T126_2017_03_24-2017_04_02","375376",212.0,0.41666666
"375402_A","375402_blue_red_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","375402",165.0,0.33333334
"375531_A","375531_blue_red_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","375531",35.0,0.16666667
"375560_A","375560_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","375560",265.5,0.16666667
"375564_A","375564_blue_red_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","375564",25.0,0.16666667
"375610_A","375610_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","375610",163.0,0.16666667
"375615_A","375615_blue_red_7_Y17SAR2_P003_09T134_2018_02_12-2018_02_19","375615",213.0,0.16666667
"375751_A","375751_blue_red_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05","375751",195.5,0.16666667
"375904_A","375904_blue_red_7_Y14SAR2_P007_09T074_2017_02_27-2017_03_05","375904",284.0,0.25
"376001_A","376001_blue_red_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17","376001",265.0,0.25
"376033_A","376033_blue_red_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19","376033",244.0,0.16666667
"376097_A","376097_blue_red_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19","376097",259.5,1.0833334
"376121_A","376121_blue_red_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17","376121",160.0,0.16666667
"376136_A","376136_blue_red_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19","376136",44.5,0.16666667
"376161_A","376161_blue_red_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17","376161",184.5,0.6666667
"376163_A","376163_blue_red_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25","376163",237.5,0.33333334
"376165_A","376165_blue_red_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25","376165",271.0,0.33333334
"376184_A","376184_blue_red_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25","376184",132.0,1.6666666
"376185_A","376185_blue_red_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17","376185",240.0,0.5
"376282_A","376282_blue_red_7_Y14SAR1_P005_09T065_2015_02_16-2015_02_25","376282",56.0,0.16666667
"376293_A","376293_blue_red_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26","376293",22.5,0.16666667
"376340_A","376340_blue_red_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26","376340",20.5,0.16666667
"376379_A","376379_blue_red_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26","376379",21.0,0.16666667
"376478_A","376478_blue_red_10_Y14SAR1_P003_09T063_2015_02_16-2015_02_25","376478",74.0,0.16666667
"376587_A","376587_blue_red_7_Y16SAR2_P003_09T122_2017_03_24-2017_04_02","376587",160.5,0.33333334
"376679_A","376679_blue_red_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13","376679",354.0,0.16666667
"376703_A","376703_blue_red_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13","376703",350.0,0.16666667
"376802_A","376802_blue_red_11_Y13SAR1_P004_09T018_2013_03_05-2013_03_17","376802",158.0,0.41666666
"376990_A","376990_blue_red_9_Y17SAR2_P002_09T129_2018_02_12-2018_02_19","376990",32.5,0.16666667
"377348_A","377348_blue_red_7_Y15SAR2_P001_09T106_2016_02_08-2016_02_14","377348",294.5,0.41666666
"377562_A","377562_blue_red_7_Y15SAR2_P002_09T110_2016_02_08-2016_02_14","377562",122.0,0.5833333
"377597_A","377597_blue_red_7_Y15SAR2_P002_09T110_2016_02_08-2016_02_14","377597",67.5,0.25
"377666_A","377666_blue_red_7_Y15SAR2_P002_09T110_2016_02_08-2016_02_14","377666",13.5,0.16666667
"377710_A","377710_blue_red_7_Y15SAR2_P002_09T110_2016_02_08-2016_02_14","377710",343.0,0.16666667
"377892_A","377892_blue_red_12_Y15SAR1_P002_09T100_2016_03_03-2016_03_13","377892",268.5,0.16666667
"377962_A","377962_blue_red_7_Y13SAR1_P003_09T006_2013_03_05-2013_03_17","377962",46.0,0.25
"378060_A","378060_blue_red_7_Y14SBR2_P001_09T088_2015_01_19-2015_01_26","378060",355.5,1.3333334
"378104_A","378104_blue_red_7_Y14SBR2_P001_09T088_2015_01_19-2015_01_26","378104",17.0,0.16666667
"378142_A","378142_blue_red_7_Y14SBR2_P001_09T088_2015_01_19-2015_01_26","378142",162.0,0.16666667
"380578_A","380578_blue_red_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","380578",58.5,0.16666667
"380682_A","380682_blue_red_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","380682",71.0,0.25
"380697_A","380697_blue_red_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","380697",350.0,0.6666667
"380734_A","380734_blue_red_7_Y14SAR2_P003_09T070_2014_04_02-2014_04_06","380734",57.0,0.25
"381156_A","381156_blue_red_7_Y14SAR1_P006_09T066_2015_02_16-2015_02_25","381156",355.5,0.16666667
"381157_A","381157_blue_red_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19","381157",169.5,0.16666667
"381159_A","381159_blue_red_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17","381159",317.5,0.33333334
"381160_A","381160_blue_red_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19","381160",286.0,0.25
"381206_A","381206_blue_red_7_Y14SAR1_P006_09T066_2015_02_16-2015_02_25","381206",330.0,0.75
"381207_A","381207_blue_red_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17","381207",321.0,0.25
"381215_A","381215_blue_red_7_Y13SAR1_P005_09T009_2013_03_05-2013_03_17","381215",324.0,0.16666667
"381219_A","381219_blue_red_7_Y18SAR1_P002_09T150_2018_03_12-2018_03_22","381219",192.0,0.16666667
"381221_A","381221_blue_red_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19","381221",223.5,0.25
"381225_A","381225_blue_red_7_Y13SAR1_P002_09T004_2013_03_05-2013_03_17","381225",16.5,0.16666667
"381229_A","381229_blue_red_7_Y13SAR1_P005_09T009_2013_03_05-2013_03_17","381229",230.0,0.16666667
"381502_A","381502_blue_red_7_Y14SBR2_P002_09T089_2015_01_19-2015_01_26","381502",266.5,0.16666667
"381802_A","381802_blue_red_7_Y15SAR2_P003_09T113_2016_02_08-2016_02_14","381802",231.5,8.166667
"381979_A","381979_blue_red_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13","381979",89.0,0.16666667
"382152_A","382152_blue_red_11_Y13SAR1_P004_09T018_2013_03_05-2013_03_17","382152",242.0,0.16666667
"382154_A","382154_blue_red_7_Y15SAR1_P002_09T098_2016_03_03-2016_03_13","382154",160.5,0.16666667
"382158_A","382158_blue_red_11_Y13SAR1_P004_09T018_2013_03_05-2013_03_17","382158",152.0,0.16666667
"382505_A","382505_blue_red_7_Y15SAR2_P001_09T106_2016_02_08-2016_02_14","382505",276.5,0.25
"382538_A","382538_blue_red_7_Y15SAR2_P001_09T106_2016_02_08-2016_02_14","382538",276.5,0.16666667
"382563_A","382563_blue_red_7_Y15SAR2_P001_09T106_2016_02_08-2016_02_14","382563",286.5,0.16666667
"382631_A","382631_blue_red_7_Y14SBR2_P001_09T087_2015_01_19-2015_01_26","382631",325.0,0.16666667
"382659_A","382659_blue_red_7_Y14SBR2_P001_09T087_2015_01_19-2015_01_26","382659",307.0,0.5
"382731_A","382731_blue_red_7_Y15SAR2_P002_09T110_2016_02_08-2016_02_14","382731",154.5,0.16666667
"382764_A","382764_blue_red_7_Y15SAR2_P002_09T110_2016_02_08-2016_02_14","382764",145.0,0.16666667
"383033_A","383033_blue_red_7_Y17SAR1_P001_09T125_2017_03_24-2017_04_02","383033",309.5,0.33333334
"383130_A","383130_blue_red_7_Y18SAR1_P001_09T139_2018_03_12-2018_03_22","383130",2.5,0.75
"383147_A","383147_blue_red_7_Y14SBR2_P001_09T088_2015_01_19-2015_01_26","383147",209.5,0.33333334
"383259_A","383259_blue_red_8_Y13SAR1_P010_09T010_2013_03_05-2013_03_17","383259",290.0,0.16666667
"383283_A","383283_blue_red_8_Y13SAR1_P010_09T010_2013_03_05-2013_03_17","383283",21.0,0.16666667
"383318_A","383318_blue_red_8_Y13SAR1_P010_09T010_2013_03_05-2013_03_17","383318",344.0,0.16666667
"386264_A","386264_blue_red_7_Y18SAR1_P002_09T150_2018_03_12-2018_03_22","386264",39.5,0.16666667
"386268_A","386268_blue_red_7_Y13SAR1_P005_09T009_2013_03_05-2013_03_17","386268",284.0,0.16666667
"386285_A","386285_blue_red_7_Y18SAR1_P002_09T150_2018_03_12-2018_03_22","386285",25.0,0.16666667
"386286_A","386286_blue_red_7_Y14SAR1_P006_09T066_2015_02_16-2015_02_25","386286",85.5,0.25
"386316_A","386316_blue_red_7_Y18SAR1_P002_09T150_2018_03_12-2018_03_22","386316",12.0,0.6666667
"386366_A","386366_blue_red_7_Y18SAR1_P002_09T150_2018_03_12-2018_03_22","386366",179.0,0.16666667
"386402_A","386402_blue_red_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19","386402",179.5,0.16666667
"386431_A","386431_blue_red_6_Y17SAR2_P001_09T127_2018_02_12-2018_02_19","386431",234.0,0.16666667
"386673_A","386673_blue_red_7_Y15SAR2_P003_09T113_2016_02_08-2016_02_14","386673",5.5,0.5
"386720_A","386720_blue_red_7_Y15SAR2_P003_09T113_2016_02_08-2016_02_14","386720",237.0,0.16666667
"386722_A","386722_blue_red_7_Y15SAR2_P003_09T113_2016_02_08-2016_02_14","386722",206.5,0.33333334
"386892_A","386892_blue_red_7_Y15SAR2_P003_09T113_2016_02_08-2016_02_14","386892",101.5,0.25
"386898_A","386898_blue_red_7_Y15SAR2_P003_09T113_2016_02_08-2016_02_14","386898",145.0,0.16666667
"387041_A","387041_blue_red_7_Y18SAR2_P001_09T151_2018_03_12-2018_03_22","387041",178.0,0.16666667
"387042_A","387042_blue_red_7_Y18SAR2_P001_09T151_2018_03_12-2018_03_22","387042",40.5,0.16666667
"387080_A","387080_blue_red_7_Y18SAR2_P001_09T151_2018_03_12-2018_03_22","387080",197.0,0.16666667
"387553_A","387553_blue_red_7_Y15SAR2_P001_09T106_2016_02_08-2016_02_14","387553",356.0,0.16666667
"387675_A","387675_blue_red_7_Y14SBR2_P001_09T087_2015_01_19-2015_01_26","387675",337.5,0.75
"387687_A","387687_blue_red_7_Y14SBR2_P001_09T087_2015_01_19-2015_01_26","387687",113.5,0.25
"387690_A","387690_blue_red_7_Y14SBR2_P001_09T087_2015_01_19-2015_01_26","387690",214.5,0.41666666
"387715_A","387715_blue_red_7_Y15SAR2_P001_09T106_2016_02_08-2016_02_14","387715",234.0,0.16666667
"387719_A","387719_blue_red_7_Y17SAR2_P002_09T130_2018_02_12-2018_02_19","387719",297.5,0.16666667
"388146_A","388146_blue_red_7_Y17SAR1_P001_09T125_2017_03_24-2017_04_02","388146",170.5,0.41666666
"388200_A","388200_blue_red_7_Y17SAR1_P001_09T125_2017_03_24-2017_04_02","388200",160.0,0.16666667
"388390_A","388390_blue_red_7_Y17SAR1_P001_09T125_2017_03_24-2017_04_02","388390",70.5,0.16666667
"388424_A","388424_blue_red_7_Y18SAR1_P001_09T139_2018_03_12-2018_03_22","388424",248.0,0.16666667
"388451_A","388451_blue_red_8_Y13SAR1_P010_09T010_2013_03_05-2013_03_17","388451",229.5,1.0
"388476_A","388476_blue_red_8_Y13SAR1_P010_09T010_2013_03_05-2013_03_17","388476",277.5,0.33333334
"388479_A","388479_blue_red_7_Y18SAR1_P001_09T139_2018_03_12-2018_03_22","388479",234.0,0.25
"388513_A","388513_blue_red_7_Y18SAR1_P001_09T139_2018_03_12-2018_03_22","388513",117.5,0.5833333
"388552_A","388552_blue_red_8_Y13SAR1_P010_09T010_2013_03_05-2013_03_17","388552",185.0,0.33333334
"388558_A","388558_blue_red_7_Y18SAR1_P001_09T139_2018_03_12-2018_03_22","388558",241.5,2.1666667
"388603_A","388603_blue_red_8_Y13SAR1_P010_09T010_2013_03_05-2013_03_17","388603",323.0,0.16666667
"396584_A","396584_blue_red_7_Y18SAR4_P001_12T126_2018_05_07-2018_05_16","396584",117.0,0.16666667
